# model = krumsiek11.txt 
# tmax = 160
# branching = True
# nrRealizations = 10
# noiseObs = 0.046415888336127774
# noiseDyn = 0.001
# seed = 0
# it   Gata2   Gata1    Fog1    EKLF    Fli1     SCL   Cebpa    Pu.1    cJun  EgrNab    Gfi1 
  35  0.1413  0.1520 -0.0233  0.0770  0.0109  0.1590  0.9959  0.2668  0.6534  0.6097  0.0010
  36  0.1357  0.0758  0.0177 -0.0246 -0.0192  0.0806  1.0514  0.2137  0.6509  0.6275 -0.0224
  37  0.1464  0.0520  0.0443  0.0020  0.0712  0.0950  0.9615  0.2428  0.6739  0.5882 -0.1104
  38  0.1270  0.1295 -0.0377  0.1153 -0.0065  0.1501  0.9699  0.2461  0.6901  0.5530  0.0738
  39  0.1751  0.0833  0.0719  0.0693  0.0497  0.1248  1.0531  0.1685  0.7002  0.6209  0.0206
  40  0.1150  0.0990 -0.0143  0.1721  0.1262  0.0788  0.9240  0.2296  0.7251  0.5890  0.0441
  41  0.0616  0.1742 -0.0621  0.0512  0.0610  0.1135  0.9646  0.1784  0.7041  0.6836  0.0096
  42  0.1667  0.1031  0.0234  0.0601  0.0125  0.0648  1.0442  0.1701  0.7355  0.6111  0.0181
  43  0.0595  0.1368 -0.0243  0.0615  0.0321  0.1785  0.9967  0.2766  0.8121  0.7234  0.0253
  44  0.0483  0.0682 -0.0403 -0.0384  0.0319  0.0381  1.0316  0.2192  0.7156  0.6728  0.0033
  45  0.1364  0.0895  0.0581  0.0174 -0.0349  0.0696  0.9805  0.2350  0.6711  0.6569  0.0304
  46  0.1242  0.0513 -0.0215  0.0193  0.0266  0.1373  0.9307  0.1611  0.8078  0.6665  0.0788
  47  0.0843  0.0764  0.0801 -0.0349  0.0979  0.0928  1.0018  0.1922  0.7134  0.7421 -0.0428
  48  0.2143  0.1707  0.1048 -0.0004  0.0866  0.1975  0.9153  0.1285  0.7400  0.6872  0.0133
  49  0.1498  0.1264  0.0329  0.0478 -0.0077  0.1388  0.9650  0.2265  0.7619  0.7763  0.1224
  50  0.1280  0.0338 -0.0252 -0.0174  0.0291  0.1447  1.0906  0.2505  0.8164  0.7317  0.0353
  51  0.1270  0.0751 -0.0055  0.0255  0.0316  0.0848  0.9327  0.2148  0.7629  0.7385 -0.0507
  52  0.1045  0.1121  0.0665  0.0184  0.0823  0.0667  0.9922  0.2265  0.7457  0.7522  0.0498
  53  0.0952  0.1393 -0.0188  0.0410  0.0317  0.1396  0.9709  0.1923  0.7780  0.7740  0.0245
  54  0.1324  0.1413 -0.0136  0.0730  0.0695  0.0839  1.0343  0.1815  0.7366  0.7516 -0.0433
  55  0.1285  0.1466 -0.0169  0.1070  0.0215  0.0650  0.9716  0.2556  0.7739  0.7067 -0.0452
  56  0.1072  0.0868  0.0847  0.0104  0.0344  0.0892  0.9208  0.2373  0.7499  0.7348 -0.0537
  57  0.0976  0.1379 -0.0318  0.0627  0.0428  0.0408  0.9620  0.2044  0.7945  0.7484 -0.0026
  58  0.0933  0.0697 -0.0462 -0.0147  0.0379  0.0870  0.9450  0.2543  0.7579  0.7644  0.0703
  59  0.0889  0.0454 -0.0259 -0.0342  0.0497  0.0396  1.0037  0.2671  0.8119  0.8480 -0.0664
  60  0.0890  0.0756 -0.0120 -0.0110  0.0969  0.0265  1.0380  0.2120  0.7378  0.7651  0.0190
  61 -0.0065  0.0649 -0.1107  0.0023 -0.0465  0.0432  0.9108  0.2685  0.7985  0.7749  0.0059
  62  0.0938  0.0213 -0.0373  0.0479 -0.0035  0.1686  0.9569  0.2512  0.8400  0.8167 -0.0257
  63  0.1001  0.0129 -0.1274  0.0283 -0.0039  0.1354  0.9972  0.3585  0.8416  0.8114 -0.0420
  64  0.0528  0.0518 -0.0186 -0.0571  0.0571  0.0208  0.9923  0.3484  0.7804  0.8358 -0.0098
  65  0.0488  0.0348 -0.0394 -0.0373  0.0080  0.1133  0.9534  0.4042  0.8682  0.8524 -0.0696
  66  0.0862  0.0232 -0.0313  0.0607  0.0783  0.0258  0.9841  0.4017  0.8105  0.7315 -0.0196
  67  0.0470 -0.0031  0.0319  0.0044 -0.0222  0.1292  1.0010  0.4532  0.8772  0.8982  0.0051
  68  0.0440  0.0667  0.0758  0.0143  0.0448  0.0047  1.0361  0.3786  0.9649  0.8863 -0.0384
  69  0.0252  0.0389  0.0251  0.0134  0.1210 -0.0025  1.0192  0.4932  0.8837  0.8176  0.0293
  70 -0.0078  0.0897  0.0686  0.1049 -0.0484  0.0435  0.9951  0.5685  0.8847  0.8766  0.0087
  71  0.0903  0.0735 -0.0108 -0.0140 -0.1000 -0.0220  0.9735  0.4944  0.8825  0.8843 -0.0685
  72  0.0963  0.0134  0.0235  0.0251  0.0008  0.0085  0.9134  0.5095  0.8820  0.8572 -0.0026
  73  0.0259  0.0391 -0.0196  0.0586  0.0437 -0.0392  0.9697  0.6476  0.8786  0.9108  0.0073
  74 -0.0600 -0.0337 -0.0475 -0.0107  0.0052  0.0421  1.0605  0.5798  0.8737  0.9210  0.0268
  75  0.0711  0.0081 -0.0221  0.0149 -0.0412  0.0690  1.0303  0.6422  0.9778  0.9398  0.1127
  76  0.0625  0.0649 -0.0296 -0.0367  0.0391  0.0041  1.0010  0.6848  0.8897  0.8889 -0.0252
  77  0.0244  0.0309  0.0371 -0.0594  0.0457  0.0246  1.0253  0.6836  0.9828  0.9033  0.0309
  78  0.0187 -0.0831 -0.0381 -0.0201  0.0273 -0.0025  1.0087  0.7761  0.9710  0.9356 -0.0197
  79  0.0277  0.0409  0.0773  0.0343 -0.0320 -0.0259  1.0461  0.7658  0.9660  0.9868 -0.0163
  80 -0.0490  0.0898  0.0306 -0.0526 -0.0645 -0.0330  0.9833  0.7816  0.9251  0.8536 -0.0122
  81 -0.0260  0.0061  0.0731 -0.0608 -0.0038  0.0529  0.9835  0.7207  0.9550  0.9388 -0.0191
  82  0.0866  0.0243  0.0584  0.0163  0.0446 -0.0151  0.9841  0.8924  0.9732  0.9423  0.0013
  83  0.0060  0.0552  0.0130 -0.0092 -0.1099 -0.0130  0.9088  0.8534  0.9629  0.9412 -0.0276
  84  0.0616  0.0584 -0.0305  0.0021  0.0475  0.0228  0.9594  0.8621  0.9418  0.9323  0.0178
  85 -0.0236  0.0443  0.0247 -0.0119 -0.0434  0.0437  1.0372  0.9203  1.0264  0.8969  0.0456
  86  0.0794 -0.0230 -0.0372  0.0139  0.0033 -0.0162  0.9644  0.8320  0.9565  0.9423  0.0384
  87 -0.0295 -0.0881  0.0236 -0.0699 -0.0289  0.0084  1.0698  0.8883  0.9967  0.9981 -0.0395
  88  0.0322 -0.0294  0.0004 -0.1041  0.0434  0.0616  0.9408  0.9404  0.9937  0.9101  0.0784
  89 -0.0209  0.0084 -0.0110  0.0266 -0.0644  0.0195  1.0623  0.9596  0.9691  1.0368  0.0197
  90  0.0267  0.0714  0.0094  0.0723  0.0646 -0.0401  0.9058  0.7825  1.0600  0.9403  0.0022
  91  0.0178 -0.0553 -0.0653  0.0239 -0.1057  0.0376  0.9926  0.9093  1.0021  0.9754 -0.0305
  92 -0.0175  0.0131 -0.0116 -0.0566  0.0245 -0.0373  0.9890  0.9373  0.9258  0.9164 -0.0556
  93 -0.0702  0.0410  0.0034  0.1033  0.0430 -0.0579  0.9526  0.9400  0.9834  0.9817 -0.0350
  94 -0.0157  0.0580 -0.0145  0.0781 -0.0047  0.0207  1.0026  1.0021  0.9852  0.9294 -0.1102
  95 -0.0460 -0.0318  0.0933  0.0314  0.0032 -0.0211  1.0658  1.0487  1.1001  0.9368  0.0176
  96 -0.0124  0.0109  0.0613  0.0723  0.0715 -0.0285  0.9809  0.9343  1.0147  0.9820  0.0181
  97 -0.0393  0.0377  0.0186  0.0174  0.0837  0.0173  0.9786  0.9819  1.0256  0.9437  0.0591
  98 -0.0622  0.0382  0.0408  0.0383  0.0062 -0.0311  0.9233  0.9908  1.0135  0.9316  0.0122
  99  0.0150  0.0149 -0.0014 -0.0064  0.0007 -0.0116  0.9890  0.9604  0.9430  0.9741 -0.0012
 100 -0.0560  0.0816  0.0227 -0.0335  0.0408  0.0186  0.8624  1.0865  0.9769  1.0039 -0.0380
 101  0.0591 -0.0354  0.0600  0.0038  0.0526  0.0040  0.9434  0.9022  1.0283  1.0217 -0.0221
 102 -0.0374  0.0003 -0.0201  0.0086 -0.0071 -0.0394  0.8989  0.9548  0.9485  0.9306 -0.0729
 103  0.0110 -0.0193  0.0119 -0.0185  0.0325 -0.0477  1.0219  0.9548  1.0353  0.9553 -0.0758
 104  0.0245  0.0195 -0.0711 -0.0287 -0.0163 -0.0553  0.9779  0.9685  0.9537  1.0223 -0.0001
 105 -0.0245 -0.0306 -0.0331  0.0115  0.0609  0.0070  0.9515  0.9601  1.0125  0.8599 -0.0302
 106  0.0143  0.0971 -0.0220 -0.0344  0.0122 -0.0124  0.9878  0.9450  0.9635  0.9740 -0.1223
 107  0.0245  0.0383 -0.0883 -0.0029  0.1080 -0.0309  1.0455  1.0056  0.9807  1.0360  0.0701
 108 -0.0175 -0.0122 -0.0072  0.0163  0.0578  0.0241  0.9944  0.9335  1.0019  0.9965 -0.1025
 109  0.0237  0.0282 -0.0369 -0.0010 -0.0610 -0.0509  0.9370  0.9695  0.9843  0.9909  0.0716
 110  0.0246  0.0376  0.0485  0.0390  0.0202 -0.0264  1.0127  0.9533  1.0027  0.9461 -0.0364
 111  0.0284  0.0771  0.0537 -0.0318 -0.0073 -0.0200  0.9749  1.0293  1.0060  0.8741 -0.0044
 112  0.0194 -0.0137  0.0156 -0.0271 -0.0107  0.0475  1.0037  1.0040  0.9535  1.0193  0.0123
 113 -0.0825  0.0017 -0.1527  0.0514  0.0223  0.0111  1.0398  0.8940  1.0267  0.8730 -0.0129
 114  0.0307  0.0436  0.0281 -0.0744  0.0164  0.0142  0.9110  0.9513  0.9825  0.8804 -0.0217
 115  0.0745  0.0394 -0.0664  0.0131 -0.0339  0.0439  1.0386  0.9714  0.9668  0.9692  0.0044
 116  0.0073  0.0348 -0.0275 -0.0029  0.0033  0.0548  1.0954  0.9246  1.0246  1.0136 -0.0093
 117  0.0458  0.0155 -0.0182 -0.0162 -0.0164 -0.0255  0.9280  0.9881  1.0434  1.0084  0.0535
 118  0.0448  0.0697  0.0187  0.0111  0.0376  0.0068  1.0248  0.9754  1.0862  1.0488  0.0199
 119 -0.1000  0.0474 -0.0111  0.0027  0.0179  0.0098  0.9203  1.0263  1.0078  1.0033  0.0093
 120  0.0638  0.0013  0.0317  0.0252  0.1088 -0.0464  0.9914  1.0094  1.0188  0.9607  0.0480
 121 -0.0136  0.1046 -0.0033  0.0045  0.0230  0.0576  0.9585  0.9127  1.0475  0.9438 -0.0274
 122  0.0174 -0.0162  0.0718 -0.0560 -0.0597 -0.0163  0.9605  0.9816  0.9272  0.9876  0.0101
 123  0.0099  0.0631 -0.0473 -0.0243  0.0441 -0.0992  0.9434  1.0703  0.9647  0.9852  0.0629
 124 -0.0948  0.0167 -0.0431 -0.0226  0.0689 -0.0573  0.9358  0.9725  1.0005  0.9771  0.0728
 125 -0.0110  0.0085 -0.0175 -0.0255 -0.1233  0.0434  0.9582  0.9470  0.9815  0.9690  0.0019
 126  0.0379 -0.0309  0.0192 -0.0368  0.0442  0.0828  1.0421  0.9294  1.0090  0.9574  0.0511
 127 -0.0307  0.0491  0.0114 -0.0874  0.1158 -0.0083  0.9623  0.9812  0.8642  0.9617 -0.0598
 128 -0.0848 -0.0244  0.0842 -0.0058 -0.0715 -0.0043  1.0312  1.0043  0.9696  0.9478  0.0411
 129  0.0274 -0.0976 -0.0089  0.0650  0.0426 -0.0192  1.0081  1.0093  1.0509  0.9767 -0.0485
 130  0.0683 -0.0474 -0.0299  0.0023  0.0360  0.0498  0.9416  0.9189  1.0561  1.0375  0.1251
 131 -0.0265 -0.0024 -0.0221  0.0554 -0.1129 -0.0257  0.9948  1.0140  0.9373  1.0219  0.0360
 132 -0.0442  0.0999 -0.0684 -0.0221  0.0598  0.1249  0.8654  0.9975  0.9586  1.0569 -0.0464
 133 -0.0128  0.0208  0.0307  0.0923  0.0402  0.0047  0.9754  0.9793  1.0049  0.9869  0.0488
 134  0.0884 -0.0976  0.0672  0.0260 -0.0425  0.0015  0.9950  0.9445  0.8945  0.9308  0.0071
 135 -0.0408 -0.0407  0.0101  0.0279  0.0272 -0.0154  1.0660  0.9873  0.9476  1.0270  0.0751
 136  0.0720 -0.0191  0.0464 -0.0165 -0.0269 -0.0182  0.9238  1.0618  0.9545  0.9445  0.0233
 137 -0.0327 -0.0142 -0.0695 -0.0470  0.0905  0.0210  0.9581  1.0210  1.0205  0.9805 -0.0204
 138 -0.0067 -0.0093  0.0096 -0.0365  0.0642  0.0213  1.0396  0.9579  0.9652  0.9860 -0.0237
 139 -0.0440  0.0112 -0.0411 -0.0717  0.0561  0.0418  1.0116  1.0984  0.9810  0.9306 -0.0275
 140 -0.0721 -0.0092 -0.0321 -0.0032  0.1146 -0.0142  1.0489  0.9712  1.0061  0.9310 -0.0516
 141 -0.0035 -0.0251 -0.0025  0.0367  0.0083 -0.0619  1.0151  0.9639  0.9900  0.9338 -0.0276
 142  0.0537 -0.0823  0.0450 -0.0546 -0.0503  0.0601  1.0695  1.0847  1.0417  1.0559  0.0340
 143  0.0193 -0.0162 -0.0153 -0.0163 -0.0079  0.0078  1.0156  1.0171  0.9293  1.0427  0.0372
 144  0.0178  0.0575 -0.0501 -0.0449  0.0730 -0.0009  0.9751  1.0313  0.9706  0.9941  0.0156
 145  0.0271 -0.0629  0.0322 -0.0345 -0.0018 -0.0191  1.0450  0.9598  0.9709  0.9747  0.0583
 146  0.0613  0.0500  0.0550 -0.0112  0.0235  0.0963  0.9431  0.8638  0.9809  0.9690  0.0021
 147 -0.0951  0.0001  0.0371  0.0217  0.0199 -0.0111  0.9158  0.9593  0.9360  0.9817  0.0073
 148  0.0401  0.0288  0.0213 -0.0442 -0.0513  0.0015  0.9929  1.0096  1.0193  1.0477 -0.0186
 149 -0.0671 -0.0444 -0.0019  0.0301  0.0133  0.0479  0.9455  0.9221  0.9692  0.9915 -0.0330
 150 -0.0005 -0.0368 -0.0188  0.0646 -0.0445 -0.0331  0.8989  1.1059  0.9587  0.9682  0.0108
 151  0.0157  0.0625 -0.0128  0.0113  0.0393  0.0213  1.0130  1.0655  0.9866  0.9457  0.0176
 152 -0.0735 -0.0988  0.0610 -0.0324  0.0569  0.0244  0.9384  0.9799  0.9623  0.9369 -0.0123
 153  0.0096 -0.0524  0.0193  0.0152 -0.0159  0.0369  0.9549  1.0080  0.9769  0.9491 -0.0386
 154  0.0223  0.0263 -0.0418  0.0078 -0.0085  0.0810  0.9533  0.9703  0.9572  0.9996  0.0692
 155  0.0365 -0.0319  0.0089  0.0046  0.0172  0.0284  1.0338  0.9569  0.9954  0.9900  0.0359
 156  0.0360 -0.0321  0.1029  0.0358  0.0022  0.0234  0.8995  1.0551  1.0701  1.0107  0.1121
 157  0.0055 -0.0331 -0.0088 -0.0085 -0.0304  0.0743  0.9612  0.9527  0.9869  1.0046  0.0060
 158 -0.0756  0.0295 -0.0111 -0.0321 -0.0189 -0.0132  1.0112  0.9949  0.9776  0.9892  0.0223
 159 -0.0404 -0.0667  0.0039 -0.0605  0.0015  0.0513  1.0010  1.0542  0.9492  0.9565 -0.0231
   0  0.7255 -0.0480 -0.0170 -0.0634 -0.0157 -0.0875  0.7405  0.7904 -0.0204 -0.0602 -0.0255
   1  0.7308 -0.0204 -0.0331  0.0568  0.0150  0.0085  0.7616  0.7401  0.0653 -0.0444  0.2358
   2  0.6988  0.0892 -0.0053  0.0426  0.1038  0.0322  0.8056  0.6138  0.1014  0.0419  0.2996
   3  0.6467 -0.0453  0.0083  0.0145  0.0575 -0.0598  0.8877  0.6138  0.1082  0.0696  0.2185
   4  0.5578 -0.0485 -0.0551  0.0266  0.0224  0.0451  0.9171  0.5457  0.1731  0.1334  0.1566
   5  0.6029 -0.0197 -0.0433  0.0502 -0.0179 -0.0278  0.8741  0.4087  0.2282  0.1139  0.1491
   6  0.4316 -0.0715 -0.0031  0.0486 -0.0360  0.0670  0.9631  0.4146  0.1116  0.0578  0.2430
   7  0.3745  0.0123  0.0590  0.0182 -0.1315 -0.0700  0.9272  0.4700  0.2184  0.0163  0.1157
   8  0.4453  0.0698 -0.0001  0.0455  0.0161  0.0250  0.9265  0.3190  0.1282  0.0655  0.1151
   9  0.4065  0.0808  0.0184 -0.1053 -0.0182 -0.0111  0.9376  0.3829  0.1146  0.0446  0.1770
  10  0.2697  0.1048 -0.0330 -0.0714  0.0509 -0.0086  0.9877  0.3245  0.2112  0.0524  0.2031
  11  0.2473  0.1493 -0.0020  0.0607  0.0672  0.0161  0.9554  0.2170  0.2306  0.0540  0.1771
  12  0.1648  0.0021  0.0186 -0.0000  0.0048 -0.0217  0.9250  0.2610  0.3661  0.0850  0.0795
  13  0.2978  0.0360 -0.0149  0.0136 -0.0030  0.0713  0.9384  0.2993  0.2540  0.1358  0.2146
  14  0.2666  0.0230  0.0288  0.0204  0.0442  0.0199  0.9377  0.3256  0.2498  0.1728  0.0749
  15  0.1946 -0.0069 -0.0868 -0.0094  0.0150 -0.0697  0.9757  0.2119  0.2493  0.1446  0.0916
  16  0.1454  0.0662 -0.0086  0.0438 -0.0133  0.1039  0.9243  0.2264  0.2891  0.1536  0.0791
  17  0.2086  0.1203  0.0221  0.0208 -0.0602 -0.0094  1.0331  0.2105  0.3457  0.0453  0.1124
  18  0.1812  0.0802  0.0009  0.0057 -0.0299  0.0294  0.8960  0.2166  0.3712  0.1392  0.0638
  19  0.2015  0.0722  0.0120  0.0195 -0.0166 -0.0012  1.0136  0.1535  0.2894  0.2115  0.0597
  20  0.2079  0.0449 -0.0495 -0.0195  0.0015  0.0011  0.9489  0.2121  0.4421  0.1713  0.0605
  21  0.1068  0.0710 -0.0245  0.0359  0.0110  0.0925  1.0018  0.2534  0.4231  0.2428  0.0823
  22  0.1553 -0.0077 -0.0215  0.0051 -0.0206  0.0371  0.9126  0.1836  0.4357  0.2441  0.0066
  23  0.2228  0.0378  0.0885  0.0425  0.0335 -0.0592  1.0262  0.2730  0.3884  0.3373 -0.0310
  24  0.0938  0.0547  0.0397  0.0795 -0.0355  0.0608  0.9472  0.1942  0.4680  0.2660  0.0532
  25  0.1255  0.0558 -0.0052 -0.0852  0.0059  0.0381  1.0106  0.1547  0.4667  0.3451  0.0306
  26  0.2045  0.1247 -0.0402  0.0962 -0.0458 -0.0059  1.0223  0.2063  0.5432  0.3643  0.1184
  27  0.1253  0.2174  0.0118  0.0155  0.0795  0.0721  1.0376  0.2057  0.4903  0.3603  0.0049
  28  0.2116  0.0696  0.0410  0.0540 -0.0437  0.0962  0.9430  0.2088  0.5912  0.3844  0.0560
  29  0.1801  0.0947 -0.0186  0.0770 -0.0319  0.0049  0.9977  0.1867  0.5850  0.4407  0.0505
  30  0.1082  0.1247  0.0612  0.0152  0.0317  0.0593  1.0811  0.1880  0.5676  0.4993  0.0420
  31  0.1066  0.1608 -0.0201  0.0152  0.0010  0.0225  0.9247  0.1698  0.5698  0.3629 -0.0040
  32  0.1412  0.1678  0.0457  0.0770  0.0306  0.0916  1.0034  0.0749  0.5211  0.4708  0.0366
  33  0.1588  0.0573  0.1165  0.0277 -0.0253  0.0355  1.0322  0.2466  0.6176  0.5008 -0.0037
  34  0.1255  0.0896  0.1140 -0.0161  0.0202  0.0677  1.0095  0.1282  0.5879  0.5992 -0.0050
  35  0.1286  0.1823  0.0590  0.0573  0.0676  0.1009  1.0338  0.1489  0.6474  0.5073 -0.0028
  36  0.1122  0.0896 -0.0107  0.0637 -0.0732  0.1655  1.0943  0.1596  0.5567  0.5261  0.0343
  37  0.2090  0.1508  0.0014 -0.0361  0.0750  0.0488  0.9540  0.0901  0.5994  0.6629  0.0656
  38  0.1239  0.0692  0.0316  0.0002  0.0249  0.0907  0.9762  0.1206  0.5521  0.5366 -0.0066
  39  0.2455  0.1813  0.0238  0.1456  0.0748  0.1512  1.0414  0.2005  0.6606  0.5154  0.0544
  40  0.2277  0.1701  0.0541  0.0469 -0.0138  0.1371  0.9737  0.0842  0.6588  0.5808  0.0366
  41  0.1849  0.1229  0.0099  0.0626  0.0196  0.2068  0.9481  0.1543  0.5501  0.6331  0.0351
  42  0.1801  0.2310 -0.0019  0.0548  0.0878  0.2759  0.9906  0.0446  0.6111  0.5460 -0.0057
  43  0.2051  0.1876 -0.0115 -0.0204  0.0719  0.2723  0.9135 -0.0159  0.6329  0.5411  0.0327
  44  0.2441  0.1286  0.0946  0.2042  0.0799  0.2525  1.0675  0.1136  0.5640  0.5903  0.0325
  45  0.2775  0.2187 -0.0566  0.0801  0.0656  0.1717  1.0066  0.1313  0.5108  0.5218  0.0174
  46  0.3376  0.1593 -0.0531  0.1574  0.0225  0.2869  0.9494  0.0298  0.6282  0.4883  0.0700
  47  0.2901  0.3277 -0.0153  0.1246  0.0538  0.3067  0.9746  0.1111  0.5150  0.4745  0.0368
  48  0.2973  0.2736  0.0388  0.0829  0.0918  0.3933  0.9816  0.0765  0.5100  0.4729  0.0547
  49  0.3630  0.4228  0.0354  0.0684  0.0166  0.3792  0.8893  0.0840  0.4470  0.4666  0.0278
  50  0.3437  0.4091  0.1213  0.1683  0.0498  0.4954  0.9876  0.0079  0.4108  0.5459  0.0874
  51  0.5041  0.4039  0.1858  0.0837  0.0997  0.4366  0.9406 -0.0056  0.4149  0.4221  0.0113
  52  0.4787  0.4544 -0.0501  0.1455  0.1322  0.5047  0.8845  0.0346  0.3940  0.3774  0.0334
  53  0.5071  0.4269 -0.0008  0.1782  0.1388  0.5279  0.9109  0.0014  0.3210  0.3445 -0.0355
  54  0.4726  0.5120  0.1173  0.1928  0.1204  0.4779  0.8501  0.0037  0.4054  0.4043 -0.0603
  55  0.4335  0.5545  0.1775  0.1474  0.1020  0.5543  0.9021 -0.0424  0.3629  0.3117  0.0106
  56  0.5194  0.4998  0.1079  0.1487  0.1529  0.6059  0.8093  0.0723  0.3204  0.2940  0.0452
  57  0.5611  0.5742  0.1546  0.2588  0.0480  0.6198  0.6774  0.0557  0.3158  0.3650 -0.0296
  58  0.6008  0.6306  0.1989  0.1968  0.0599  0.7186  0.7122  0.0850  0.3339  0.3033  0.0108
  59  0.5860  0.7064  0.1951  0.1809  0.0825  0.7825  0.7484  0.0782  0.2588  0.1804  0.0198
  60  0.6531  0.6603  0.1814  0.2503  0.1694  0.7046  0.5998  0.0242  0.1449  0.3016  0.0666
  61  0.5643  0.6540  0.1413  0.1939  0.1262  0.7265  0.6057  0.0905  0.1593  0.1651  0.0002
  62  0.6240  0.7844  0.2291  0.1733  0.0587  0.8180  0.5895  0.0566  0.1789  0.2664 -0.0035
  63  0.6272  0.7200  0.2188  0.2219  0.0518  0.7463  0.6048 -0.0826  0.1918  0.1152  0.1058
  64  0.5957  0.6669  0.2179  0.3122  0.0984  0.7931  0.4921 -0.0336  0.1566  0.0988  0.0728
  65  0.6366  0.7201  0.2369  0.1590  0.1023  0.8152  0.4563  0.0390  0.1865  0.1485  0.0777
  66  0.7170  0.7706  0.2963  0.2322  0.0614  0.8861  0.4718  0.0494  0.0473  0.1642 -0.0522
