# model = krumsiek11.txt 
# tmax = 160
# branching = True
# nrRealizations = 10
# noiseObs = 0.002154434690031882
# noiseDyn = 0.001
# seed = 0
# it   Gata2   Gata1    Fog1    EKLF    Fli1     SCL   Cebpa    Pu.1    cJun  EgrNab    Gfi1 
  19  0.1785  0.0640  0.0061  0.0059 -0.0000  0.0206  0.9572  0.2049  0.3348  0.2014  0.0731
  20  0.1687  0.0713  0.0054  0.0075  0.0058  0.0236  0.9589  0.2051  0.3509  0.2243  0.0645
  21  0.1738  0.0744  0.0036  0.0095  0.0069  0.0270  0.9573  0.2014  0.3715  0.2413  0.0578
  22  0.1674  0.0768  0.0067  0.0201  0.0078  0.0264  0.9654  0.1986  0.3942  0.2708  0.0460
  23  0.1562  0.0857  0.0098  0.0167  0.0137  0.0420  0.9670  0.2010  0.4227  0.2951  0.0473
  24  0.1525  0.0847  0.0114  0.0200  0.0082  0.0349  0.9750  0.1952  0.4427  0.3232  0.0413
  25  0.1469  0.0810  0.0090  0.0138  0.0132  0.0436  0.9749  0.1889  0.4700  0.3503  0.0371
  26  0.1474  0.0861  0.0130  0.0175  0.0135  0.0462  0.9757  0.1884  0.4948  0.3760  0.0282
  27  0.1435  0.0892  0.0073  0.0169  0.0156  0.0562  0.9710  0.1881  0.5168  0.4024  0.0246
  28  0.1451  0.0872  0.0139  0.0236  0.0131  0.0577  0.9783  0.1908  0.5284  0.4335  0.0198
  29  0.1471  0.0903  0.0087  0.0255  0.0191  0.0559  0.9834  0.1878  0.5521  0.4616  0.0145
  30  0.1456  0.0918  0.0102  0.0294  0.0229  0.0606  0.9884  0.1833  0.5643  0.4824  0.0236
  31  0.1368  0.0966  0.0112  0.0285  0.0194  0.0677  0.9920  0.1895  0.5882  0.5059  0.0193
  32  0.1358  0.0966  0.0064  0.0261  0.0237  0.0716  0.9878  0.1948  0.6019  0.5224  0.0208
  33  0.1352  0.0982  0.0048  0.0247  0.0253  0.0731  0.9868  0.1856  0.6153  0.5398  0.0204
  34  0.1323  0.0976  0.0031  0.0280  0.0282  0.0778  0.9899  0.1872  0.6339  0.5541  0.0209
  35  0.1301  0.1058  0.0060  0.0322  0.0258  0.0853  0.9967  0.1893  0.6455  0.5770  0.0163
  36  0.1287  0.0990  0.0068  0.0274  0.0271  0.0865  0.9975  0.1854  0.6544  0.5934  0.0097
  37  0.1256  0.0995  0.0127  0.0339  0.0284  0.0904  0.9934  0.1912  0.6655  0.6059  0.0062
  38  0.1232  0.1068  0.0058  0.0390  0.0283  0.0996  0.9881  0.1886  0.6765  0.6179  0.0147
  39  0.1210  0.1031  0.0116  0.0373  0.0312  0.1008  0.9919  0.1853  0.6820  0.6296  0.0098
  40  0.1189  0.1034  0.0081  0.0387  0.0347  0.1006  0.9851  0.1873  0.6929  0.6392  0.0100
  41  0.1171  0.1067  0.0021  0.0341  0.0320  0.1008  0.9863  0.1866  0.7007  0.6528  0.0070
  42  0.1194  0.1054  0.0063  0.0351  0.0294  0.1023  0.9903  0.1880  0.7103  0.6568  0.0081
  43  0.1131  0.1080  0.0069  0.0361  0.0304  0.1066  0.9886  0.1945  0.7188  0.6729  0.0073
  44  0.1128  0.1078  0.0064  0.0307  0.0321  0.1046  0.9921  0.1901  0.7199  0.6799  0.0045
  45  0.1151  0.1086  0.0138  0.0353  0.0330  0.1070  0.9899  0.1906  0.7201  0.6869  0.0047
  46  0.1187  0.1055  0.0082  0.0343  0.0359  0.1070  0.9861  0.1895  0.7350  0.6974  0.0085
  47  0.1159  0.1033  0.0131  0.0337  0.0398  0.1054  0.9896  0.1885  0.7338  0.7071  0.0002
  48  0.1182  0.1054  0.0154  0.0389  0.0355  0.1132  0.9874  0.1876  0.7426  0.7119 -0.0004
  49  0.1138  0.1015  0.0086  0.0370  0.0344  0.1069  0.9893  0.1960  0.7479  0.7239  0.0041
  50  0.1090  0.1001  0.0056  0.0322  0.0345  0.1070  0.9945  0.2006  0.7540  0.7302 -0.0006
  51  0.1111  0.1014  0.0072  0.0358  0.0339  0.1056  0.9870  0.2004  0.7538  0.7338 -0.0040
  52  0.1047  0.1016  0.0123  0.0356  0.0348  0.1040  0.9923  0.2005  0.7568  0.7395  0.0020
  53  0.1021  0.1010  0.0080  0.0368  0.0336  0.1091  0.9930  0.2035  0.7619  0.7468 -0.0027
  54  0.1020  0.0949  0.0103  0.0340  0.0353  0.1078  0.9921  0.2085  0.7622  0.7517 -0.0070
  55  0.1011  0.0947  0.0102  0.0373  0.0342  0.1054  0.9894  0.2166  0.7700  0.7532 -0.0041
  56  0.0956  0.0847  0.0145  0.0322  0.0303  0.1026  0.9846  0.2242  0.7727  0.7613  0.0003
  57  0.0926  0.0854  0.0057  0.0330  0.0268  0.0988  0.9858  0.2286  0.7842  0.7643  0.0006
  58  0.0839  0.0779  0.0036  0.0297  0.0259  0.0984  0.9880  0.2415  0.7912  0.7703  0.0056
  59  0.0816  0.0736  0.0018  0.0258  0.0266  0.0900  0.9903  0.2552  0.8004  0.7807 -0.0046
  60  0.0774  0.0740  0.0014  0.0260  0.0266  0.0876  0.9881  0.2672  0.8050  0.7826 -0.0014
  61  0.0686  0.0678 -0.0022  0.0266  0.0185  0.0838  0.9841  0.2834  0.8167  0.7915  0.0005
  62  0.0686  0.0608  0.0019  0.0286  0.0184  0.0849  0.9882  0.2988  0.8284  0.8015 -0.0032
  63  0.0648  0.0561 -0.0039  0.0274  0.0141  0.0766  0.9929  0.3219  0.8359  0.8085 -0.0018
  64  0.0609  0.0531  0.0045  0.0257  0.0150  0.0686  0.9938  0.3418  0.8381  0.8194 -0.0035
  65  0.0575  0.0479  0.0032  0.0244  0.0106  0.0639  0.9953  0.3662  0.8522  0.8269 -0.0070
  66  0.0550  0.0441  0.0033  0.0255  0.0162  0.0552  0.9980  0.3894  0.8525  0.8319 -0.0002
  67  0.0477  0.0380  0.0055  0.0210  0.0100  0.0535  0.9959  0.4175  0.8623  0.8457  0.0029
  68  0.0468  0.0378  0.0069  0.0228  0.0113  0.0466  0.9970  0.4427  0.8745  0.8524 -0.0011
  69  0.0383  0.0310  0.0084  0.0221  0.0151  0.0439  0.9961  0.4754  0.8802  0.8597  0.0004
  70  0.0360  0.0311  0.0084  0.0249  0.0053  0.0403  0.9958  0.5106  0.8882  0.8714 -0.0006
  71  0.0374  0.0280  0.0065  0.0141  0.0021  0.0351  0.9950  0.5353  0.8905  0.8804 -0.0064
  72  0.0350  0.0204  0.0089  0.0155  0.0077  0.0334  0.9949  0.5628  0.8924  0.8865 -0.0033
  73  0.0292  0.0197  0.0030  0.0195  0.0101  0.0295  1.0011  0.5979  0.9006  0.8976 -0.0006
  74  0.0201  0.0136 -0.0001  0.0154  0.0050  0.0309  1.0064  0.6227  0.9077  0.9039  0.0014
  75  0.0243  0.0089 -0.0021  0.0164  0.0013  0.0291  1.0081  0.6513  0.9186  0.9124  0.0062
  76  0.0230  0.0104 -0.0011  0.0136  0.0060  0.0239  1.0037  0.6809  0.9232  0.9168 -0.0015
  77  0.0175  0.0108 -0.0020  0.0101  0.0057  0.0227  1.0029  0.7095  0.9335  0.9195  0.0025
  78  0.0170  0.0050 -0.0043  0.0143  0.0016  0.0210  1.0011  0.7361  0.9381  0.9257 -0.0032
  79  0.0172  0.0109  0.0027  0.0115 -0.0003  0.0186  1.0042  0.7563  0.9439  0.9336 -0.0002
  80  0.0154  0.0135  0.0011  0.0072 -0.0042  0.0165  0.9991  0.7763  0.9450  0.9323  0.0023
  81  0.0135  0.0111  0.0059  0.0042 -0.0037  0.0189  0.9986  0.7906  0.9501  0.9422 -0.0018
  82  0.0160  0.0095  0.0050  0.0058  0.0022  0.0142  0.9994  0.8126  0.9514  0.9472  0.0000
  83  0.0131  0.0130  0.0045  0.0080 -0.0065  0.0120  0.9943  0.8278  0.9497  0.9497 -0.0019
  84  0.0147  0.0144  0.0056  0.0098 -0.0036  0.0123  0.9946  0.8401  0.9510  0.9535 -0.0015
  85  0.0091  0.0079  0.0103  0.0107 -0.0080  0.0138  1.0002  0.8546  0.9592  0.9512 -0.0017
  86  0.0093  0.0050  0.0064  0.0100 -0.0049  0.0123  0.9956  0.8674  0.9584  0.9513 -0.0004
  87  0.0006  0.0041  0.0089  0.0027 -0.0033  0.0122  1.0003  0.8819  0.9636  0.9595 -0.0063
  88  0.0034  0.0090  0.0065 -0.0003 -0.0001  0.0131  0.9951  0.8945  0.9633  0.9571  0.0009
  89 -0.0016  0.0137  0.0060  0.0048 -0.0021  0.0114  1.0006  0.9033  0.9623  0.9668 -0.0026
  90 -0.0017  0.0192  0.0069  0.0090  0.0050  0.0108  0.9950  0.9032  0.9718  0.9662 -0.0055
  91  0.0016  0.0105  0.0031  0.0073 -0.0036  0.0120  1.0002  0.9128  0.9696  0.9716 -0.0051
  92  0.0004  0.0095  0.0063  0.0035  0.0048  0.0053  0.9993  0.9208  0.9700  0.9671 -0.0082
  93 -0.0061  0.0156  0.0076  0.0114  0.0077  0.0003  0.9986  0.9257  0.9710  0.9739 -0.0075
  94 -0.0026  0.0137  0.0028  0.0086  0.0052  0.0046  0.9998  0.9378  0.9722  0.9714 -0.0151
  95 -0.0053  0.0061  0.0076  0.0049  0.0017 -0.0005  1.0081  0.9510  0.9767  0.9694 -0.0055
  96 -0.0013  0.0108  0.0087  0.0054  0.0035 -0.0007  1.0020  0.9452  0.9755  0.9700 -0.0072
  97 -0.0042  0.0121  0.0098  0.0057  0.0016 -0.0017  1.0016  0.9541  0.9775  0.9683 -0.0057
  98 -0.0079  0.0142  0.0129  0.0068 -0.0016 -0.0039  1.0001  0.9584  0.9797  0.9686 -0.0036
  99 -0.0058  0.0114  0.0088 -0.0008 -0.0009 -0.0040  0.9998  0.9570  0.9778  0.9690 -0.0047
 100 -0.0097  0.0171  0.0071 -0.0025 -0.0026 -0.0014  0.9918  0.9663  0.9800  0.9714 -0.0064
 101 -0.0031  0.0114  0.0061  0.0013 -0.0011 -0.0010  0.9954  0.9613  0.9831  0.9725 -0.0073
 102 -0.0073  0.0158  0.0014  0.0020 -0.0054 -0.0014  0.9915  0.9637  0.9780  0.9733 -0.0099
 103 -0.0038  0.0167  0.0019  0.0029 -0.0016 -0.0018  0.9976  0.9575  0.9827  0.9736 -0.0097
 104 -0.0030  0.0164 -0.0009  0.0023  0.0001 -0.0028  0.9937  0.9597  0.9793  0.9769 -0.0042
 105 -0.0054  0.0126  0.0013  0.0047  0.0043  0.0004  0.9922  0.9609  0.9843  0.9681 -0.0017
 106 -0.0039  0.0170  0.0025 -0.0033  0.0023  0.0040  0.9938  0.9623  0.9843  0.9729 -0.0044
 107  0.0014  0.0115 -0.0013 -0.0029  0.0106  0.0051  0.9982  0.9679  0.9824  0.9776  0.0012
 108  0.0007  0.0100 -0.0003 -0.0067  0.0104  0.0072  0.9958  0.9698  0.9844  0.9746 -0.0088
 109  0.0035  0.0114 -0.0039 -0.0081  0.0053  0.0002  0.9917  0.9750  0.9867  0.9739  0.0013
 110  0.0037  0.0105  0.0003 -0.0031  0.0076  0.0034  0.9951  0.9782  0.9835  0.9664 -0.0023
 111  0.0053  0.0095  0.0044 -0.0066  0.0050  0.0047  0.9924  0.9850  0.9882  0.9625  0.0004
 112  0.0046  0.0058  0.0016 -0.0054  0.0039  0.0046  0.9927  0.9878  0.9874  0.9669  0.0006
 113 -0.0012  0.0092 -0.0078 -0.0006  0.0065  0.0045  0.9944  0.9795  0.9913  0.9618 -0.0015
 114  0.0032  0.0065  0.0006 -0.0113  0.0070  0.0040  0.9909  0.9868  0.9901  0.9705  0.0016
 115  0.0061  0.0055 -0.0030 -0.0077  0.0022  0.0034  0.9930  0.9893  0.9873  0.9753  0.0049
 116  0.0041  0.0021 -0.0007 -0.0093 -0.0001  0.0036  0.9999  0.9874  0.9905  0.9752  0.0036
 117  0.0069 -0.0015 -0.0010 -0.0076  0.0014  0.0014  0.9895  0.9893  0.9955  0.9777  0.0091
 118  0.0033 -0.0002 -0.0014 -0.0024  0.0003  0.0028  0.9956  0.9885  0.9950  0.9786  0.0058
 119 -0.0008 -0.0038 -0.0023 -0.0050  0.0025 -0.0008  0.9891  0.9948  0.9907  0.9781  0.0045
 120  0.0090 -0.0023 -0.0001 -0.0022  0.0088 -0.0043  0.9943  0.9927  0.9914  0.9731  0.0057
 121  0.0049 -0.0001 -0.0014 -0.0036  0.0073  0.0024  0.9944  0.9881  0.9929  0.9742  0.0069
 122  0.0025 -0.0067  0.0044 -0.0082  0.0061  0.0010  0.9947  0.9889  0.9839  0.9756  0.0094
 123  0.0025 -0.0059 -0.0003 -0.0070  0.0083 -0.0025  0.9955  0.9940  0.9820  0.9712  0.0113
 124 -0.0026 -0.0052 -0.0004 -0.0055  0.0091 -0.0007  0.9946  0.9909  0.9853  0.9696  0.0148
 125 -0.0010 -0.0010 -0.0006 -0.0044  0.0001  0.0055  0.9977  0.9897  0.9849  0.9669  0.0119
 126  0.0003 -0.0027 -0.0014 -0.0067  0.0088  0.0066  1.0019  0.9916  0.9861  0.9629  0.0137
 127 -0.0028 -0.0018 -0.0003 -0.0075  0.0100 -0.0017  0.9955  0.9960  0.9767  0.9613  0.0065
 128 -0.0040 -0.0052  0.0035 -0.0037  0.0044 -0.0024  1.0016  0.9939  0.9812  0.9584  0.0133
 129  0.0039 -0.0116 -0.0035 -0.0011  0.0091  0.0003  0.9991  0.9916  0.9874  0.9588  0.0080
 130  0.0050 -0.0097 -0.0042 -0.0032  0.0105  0.0061  0.9966  0.9861  0.9855  0.9635  0.0134
 131 -0.0007 -0.0050 -0.0032  0.0012  0.0034 -0.0004  0.9974  0.9908  0.9790  0.9632  0.0108
 132 -0.0022  0.0001 -0.0039  0.0019  0.0099  0.0068  0.9943  0.9888  0.9785  0.9632  0.0066
 133  0.0016 -0.0026  0.0028  0.0081  0.0083  0.0017  1.0015  0.9878  0.9812  0.9617  0.0057
 134  0.0054 -0.0107  0.0050  0.0046  0.0033  0.0016  1.0032  0.9872  0.9785  0.9646  0.0013
 135 -0.0025 -0.0071 -0.0042  0.0050  0.0088  0.0016  1.0053  0.9887  0.9833  0.9673  0.0058
 136  0.0011 -0.0036 -0.0028  0.0027  0.0052 -0.0013  0.9967  0.9959  0.9835  0.9656  0.0002
 137 -0.0044 -0.0026 -0.0051  0.0013  0.0108 -0.0008  0.9941  0.9924  0.9858  0.9671 -0.0019
 138 -0.0031 -0.0014 -0.0068  0.0021  0.0083  0.0019  0.9960  0.9904  0.9838  0.9653  0.0014
 139  0.0001  0.0004 -0.0078 -0.0013  0.0094  0.0066  0.9950  0.9967  0.9842  0.9627  0.0055
 140 -0.0011 -0.0041 -0.0033 -0.0011  0.0161  0.0025  0.9963  0.9933  0.9878  0.9627  0.0031
 141 -0.0004 -0.0085 -0.0024  0.0000  0.0092 -0.0016  0.9981  0.9959  0.9836  0.9675  0.0032
 142  0.0023 -0.0110  0.0019 -0.0061  0.0044  0.0059  1.0013  1.0031  0.9849  0.9713  0.0090
 143 -0.0020 -0.0127  0.0007 -0.0021  0.0045  0.0055  0.9964  1.0000  0.9772  0.9710  0.0080
 144 -0.0024 -0.0079 -0.0021 -0.0035  0.0063 -0.0000  0.9990  0.9975  0.9802  0.9692  0.0042
 145 -0.0009 -0.0127  0.0057 -0.0030  0.0014 -0.0005  1.0002  0.9924  0.9820  0.9638  0.0027
 146  0.0044 -0.0030  0.0069 -0.0010  0.0007  0.0063  0.9938  0.9903  0.9848  0.9653 -0.0027
 147 -0.0067 -0.0044  0.0065  0.0010 -0.0015 -0.0014  0.9949  0.9931  0.9809  0.9674 -0.0064
 148  0.0000 -0.0031  0.0054  0.0022 -0.0050 -0.0018  0.9981  0.9944  0.9890  0.9697 -0.0025
 149 -0.0028 -0.0078  0.0018  0.0079  0.0002  0.0019  0.9991  0.9891  0.9874  0.9710 -0.0007
 150  0.0027 -0.0097 -0.0007  0.0080 -0.0032 -0.0006  0.9964  0.9995  0.9857  0.9722  0.0024
 151  0.0066 -0.0077 -0.0011  0.0066 -0.0001  0.0006  1.0006  0.9965  0.9869  0.9702 -0.0023
 152  0.0003 -0.0169 -0.0008  0.0006  0.0017 -0.0026  0.9959  0.9924  0.9891  0.9689 -0.0048
 153  0.0053 -0.0134 -0.0052  0.0022 -0.0049 -0.0025  0.9937  0.9962  0.9868  0.9663 -0.0041
 154  0.0071 -0.0099 -0.0066  0.0021  0.0033  0.0010  0.9947  0.9926  0.9872  0.9656  0.0015
 155  0.0069 -0.0108 -0.0053  0.0017  0.0036 -0.0048  0.9988  0.9921  0.9859  0.9667  0.0024
 156  0.0068 -0.0108  0.0033  0.0012  0.0003 -0.0066  0.9918  0.9982  0.9875  0.9674  0.0076
 157  0.0047 -0.0111 -0.0014 -0.0040  0.0027 -0.0068  0.9980  0.9929  0.9822  0.9663  0.0021
 158 -0.0013 -0.0074  0.0003 -0.0058  0.0025 -0.0068  1.0025  0.9949  0.9836  0.9726  0.0009
 159  0.0025 -0.0099  0.0019 -0.0062  0.0021 -0.0062  1.0046  0.9960  0.9874  0.9720 -0.0009
   0  0.7975 -0.0043 -0.0002 -0.0015  0.0003 -0.0031  0.7978  0.8018  0.0002 -0.0028 -0.0011
   1  0.7286  0.0030 -0.0019  0.0032 -0.0025 -0.0021  0.8164  0.7282  0.0829  0.0068  0.0991
   2  0.6634  0.0075 -0.0023  0.0019  0.0037  0.0034  0.8389  0.6590  0.1171  0.0249  0.1508
   3  0.6021  0.0075 -0.0035  0.0008  0.0040 -0.0028  0.8560  0.6033  0.1337  0.0362  0.1646
   4  0.5447  0.0072 -0.0051 -0.0003  0.0034  0.0061  0.8715  0.5464  0.1480  0.0451  0.1695
   5  0.5017  0.0098 -0.0034  0.0007 -0.0006  0.0037  0.8815  0.4918  0.1625  0.0450  0.1733
   6  0.4493  0.0108 -0.0005 -0.0041 -0.0026  0.0066  0.8971  0.4531  0.1648  0.0492  0.1793
   7  0.4099  0.0177  0.0008 -0.0016 -0.0074  0.0023  0.9054  0.4173  0.1762  0.0520  0.1700
   8  0.3753  0.0223 -0.0038 -0.0002  0.0009  0.0049  0.9136  0.3723  0.1786  0.0596  0.1661
   9  0.3426  0.0232 -0.0027 -0.0067  0.0006  0.0062  0.9227  0.3459  0.1818  0.0621  0.1618
  10  0.3135  0.0281 -0.0049 -0.0069  0.0019  0.0082  0.9338  0.3187  0.1969  0.0665  0.1535
  11  0.2906  0.0366 -0.0008  0.0013  0.0068  0.0075  0.9349  0.2886  0.2069  0.0770  0.1404
  12  0.2659  0.0340 -0.0038 -0.0009  0.0034  0.0047  0.9406  0.2733  0.2228  0.0846  0.1272
  13  0.2542  0.0378 -0.0037  0.0028  0.0019  0.0103  0.9485  0.2550  0.2307  0.0964  0.1222
  14  0.2377  0.0397 -0.0012  0.0042  0.0030  0.0092  0.9539  0.2434  0.2440  0.1103  0.1076
  15  0.2221  0.0420 -0.0078  0.0049  0.0026  0.0061  0.9591  0.2280  0.2596  0.1229  0.0988
  16  0.2096  0.0482 -0.0040  0.0085  0.0013  0.0130  0.9605  0.2221  0.2751  0.1393  0.0922
  17  0.2049  0.0531 -0.0015  0.0074  0.0026  0.0097  0.9727  0.2114  0.2961  0.1530  0.0842
  18  0.1970  0.0530 -0.0032  0.0079  0.0012  0.0139  0.9706  0.2062  0.3194  0.1768  0.0735
  19  0.1874  0.0600 -0.0046  0.0074  0.0031  0.0155  0.9843  0.1997  0.3411  0.2016  0.0643
  20  0.1843  0.0636 -0.0110  0.0049  0.0047  0.0169  0.9838  0.1992  0.3720  0.2189  0.0588
  21  0.1737  0.0707 -0.0088  0.0092  0.0067  0.0245  0.9885  0.1993  0.3882  0.2467  0.0552
  22  0.1687  0.0730 -0.0095  0.0102  0.0027  0.0280  0.9850  0.1912  0.4138  0.2728  0.0413
  23  0.1673  0.0797 -0.0031  0.0136  0.0079  0.0264  0.9925  0.1936  0.4364  0.3060  0.0372
  24  0.1620  0.0843 -0.0056  0.0167  0.0049  0.0394  0.9904  0.1845  0.4612  0.3248  0.0392
  25  0.1611  0.0901 -0.0042  0.0091  0.0059  0.0445  0.9940  0.1790  0.4795  0.3549  0.0366
  26  0.1633  0.0994 -0.0035  0.0220  0.0069  0.0444  0.9983  0.1793  0.5001  0.3812  0.0348
  27  0.1582  0.1068  0.0004  0.0230  0.0125  0.0533  1.0024  0.1781  0.5117  0.4011  0.0263
  28  0.1613  0.1008  0.0051  0.0266  0.0101  0.0633  0.9975  0.1727  0.5341  0.4262  0.0244
  29  0.1631  0.1055  0.0001  0.0293  0.0087  0.0660  1.0002  0.1676  0.5456  0.4453  0.0212
  30  0.1592  0.1121  0.0044  0.0273  0.0139  0.0735  1.0047  0.1641  0.5601  0.4690  0.0162
  31  0.1574  0.1183  0.0033  0.0288  0.0134  0.0787  0.9974  0.1563  0.5703  0.4793  0.0119
  32  0.1589  0.1277  0.0043  0.0342  0.0172  0.0900  0.9991  0.1461  0.5832  0.5023  0.0120
  33  0.1604  0.1245  0.0103  0.0352  0.0151  0.0990  0.9989  0.1498  0.5952  0.5189  0.0090
  34  0.1601  0.1302  0.0086  0.0362  0.0186  0.1122  0.9970  0.1400  0.5951  0.5367  0.0059
  35  0.1636  0.1393  0.0054  0.0408  0.0254  0.1239  0.9968  0.1406  0.6064  0.5425  0.0058
  36  0.1661  0.1408  0.0031  0.0468  0.0217  0.1368  0.9984  0.1365  0.6047  0.5507  0.0080
  37  0.1720  0.1498  0.0078  0.0415  0.0298  0.1392  0.9930  0.1289  0.6095  0.5632  0.0085
  38  0.1748  0.1544  0.0103  0.0465  0.0320  0.1521  0.9960  0.1280  0.6078  0.5661  0.0020
  39  0.1842  0.1669  0.0100  0.0566  0.0380  0.1673  1.0006  0.1254  0.6129  0.5685  0.0082
  40  0.1873  0.1747  0.0139  0.0518  0.0349  0.1816  0.9986  0.1153  0.6110  0.5709  0.0077
  41  0.1956  0.1809  0.0191  0.0570  0.0453  0.2015  1.0000  0.1140  0.5992  0.5723  0.0089
  42  0.2038  0.1961  0.0210  0.0608  0.0492  0.2216  1.0026  0.1010  0.5972  0.5623  0.0098
  43  0.2170  0.2046  0.0216  0.0636  0.0511  0.2352  0.9936  0.0952  0.5876  0.5525  0.0125
  44  0.2396  0.2169  0.0270  0.0833  0.0567  0.2494  0.9995  0.0934  0.5750  0.5484  0.0140
  45  0.2569  0.2372  0.0228  0.0838  0.0602  0.2647  0.9929  0.0883  0.5614  0.5323  0.0094
  46  0.2778  0.2540  0.0274  0.0944  0.0602  0.2949  0.9868  0.0737  0.5506  0.5150  0.0131
  47  0.2998  0.2836  0.0327  0.0989  0.0645  0.3198  0.9808  0.0708  0.5252  0.4971  0.0091
  48  0.3235  0.3062  0.0415  0.1049  0.0727  0.3500  0.9762  0.0655  0.5070  0.4807  0.0110
  49  0.3506  0.3386  0.0461  0.1087  0.0754  0.3781  0.9629  0.0588  0.4819  0.4575  0.0126
  50  0.3772  0.3684  0.0534  0.1213  0.0811  0.4133  0.9574  0.0467  0.4542  0.4399  0.0143
  51  0.4148  0.4009  0.0647  0.1286  0.0877  0.4414  0.9431  0.0413  0.4294  0.4075  0.0113
  52  0.4425  0.4354  0.0608  0.1402  0.0964  0.4781  0.9228  0.0414  0.4046  0.3801  0.0098
  53  0.4732  0.4648  0.0737  0.1493  0.0976  0.5099  0.9018  0.0378  0.3775  0.3546  0.0095
  54  0.5017  0.4990  0.0899  0.1583  0.1003  0.5356  0.8750  0.0345  0.3595  0.3353  0.0044
  55  0.5194  0.5312  0.1040  0.1635  0.1034  0.5704  0.8471  0.0315  0.3358  0.3098  0.0054
  56  0.5450  0.5558  0.1131  0.1702  0.1076  0.5994  0.8106  0.0335  0.3144  0.2903  0.0056
  57  0.5672  0.5853  0.1303  0.1855  0.1067  0.6256  0.7693  0.0291  0.2943  0.2745  0.0009
  58  0.5840  0.6133  0.1452  0.1918  0.1059  0.6519  0.7333  0.0278  0.2765  0.2540  0.0030
  59  0.5987  0.6419  0.1575  0.1979  0.1100  0.6847  0.7007  0.0283  0.2523  0.2267  0.0060
  60  0.6110  0.6664  0.1744  0.2083  0.1179  0.6997  0.6553  0.0240  0.2285  0.2214  0.0114
  61  0.6161  0.6903  0.1872  0.2107  0.1152  0.7221  0.6220  0.0273  0.2153  0.1974  0.0107
  62  0.6268  0.7142  0.2039  0.2181  0.1100  0.7455  0.5895  0.0273  0.2012  0.1885  0.0097
  63  0.6303  0.7306  0.2167  0.2244  0.1138  0.7644  0.5585  0.0153  0.1874  0.1671  0.0175
  64  0.6285  0.7487  0.2341  0.2379  0.1146  0.7829  0.5202  0.0133  0.1728  0.1580  0.0151
  65  0.6342  0.7713  0.2452  0.2350  0.1147  0.7993  0.4882  0.0160  0.1591  0.1459  0.0183
  66  0.6390  0.7896  0.2648  0.2423  0.1143  0.8177  0.4612  0.0154  0.1406  0.1358  0.0111
  67  0.6349  0.8066  0.2742  0.2540  0.1165  0.8287  0.4343  0.0122  0.1334  0.1258  0.0167
  68  0.6317  0.8228  0.2883  0.2609  0.1105  0.8424  0.4030  0.0106  0.1198  0.1161  0.0193
  69  0.6316  0.8403  0.2955  0.2701  0.1078  0.8517  0.3731  0.0151  0.1131  0.1035  0.0129
