# model = krumsiek11.txt 
# tmax = 160
# branching = True
# nrRealizations = 10
# noiseObs = 0.00046415888336127773
# noiseDyn = 0.001
# seed = 0
# it   Gata2   Gata1    Fog1    EKLF    Fli1     SCL   Cebpa    Pu.1    cJun  EgrNab    Gfi1 
  55  0.1000  0.0927  0.0112  0.0346  0.0347  0.1069  0.9901  0.2151  0.7699  0.7549 -0.0026
  56  0.0952  0.0846  0.0118  0.0330  0.0301  0.1031  0.9871  0.2236  0.7735  0.7623  0.0023
  57  0.0924  0.0834  0.0071  0.0318  0.0262  0.1010  0.9867  0.2296  0.7838  0.7649  0.0008
  58  0.0835  0.0782  0.0055  0.0314  0.0255  0.0988  0.9896  0.2410  0.7924  0.7705  0.0031
  59  0.0814  0.0746  0.0028  0.0281  0.0258  0.0919  0.9897  0.2547  0.8000  0.7781 -0.0023
  60  0.0769  0.0739  0.0020  0.0274  0.0239  0.0899  0.9862  0.2694  0.8076  0.7833 -0.0022
  61  0.0714  0.0679  0.0020  0.0275  0.0210  0.0854  0.9869  0.2840  0.8174  0.7921  0.0003
  62  0.0676  0.0623  0.0034  0.0279  0.0192  0.0817  0.9894  0.3006  0.8279  0.8009 -0.0024
  63  0.0634  0.0577  0.0008  0.0274  0.0148  0.0743  0.9928  0.3205  0.8357  0.8084 -0.0003
  64  0.0612  0.0532  0.0054  0.0288  0.0134  0.0704  0.9939  0.3415  0.8403  0.8188 -0.0033
  65  0.0578  0.0484  0.0048  0.0267  0.0107  0.0620  0.9969  0.3647  0.8515  0.8259 -0.0046
  66  0.0538  0.0449  0.0046  0.0241  0.0138  0.0563  0.9985  0.3889  0.8541  0.8358  0.0006
  67  0.0477  0.0395  0.0045  0.0217  0.0113  0.0506  0.9957  0.4162  0.8617  0.8437  0.0028
  68  0.0469  0.0367  0.0043  0.0231  0.0100  0.0482  0.9955  0.4451  0.8711  0.8511  0.0003
  69  0.0388  0.0307  0.0078  0.0224  0.0111  0.0456  0.9952  0.4747  0.8801  0.8613 -0.0007
  70  0.0377  0.0289  0.0061  0.0218  0.0073  0.0402  0.9959  0.5084  0.8884  0.8712 -0.0009
  71  0.0354  0.0263  0.0072  0.0152  0.0060  0.0373  0.9958  0.5369  0.8908  0.8803 -0.0040
  72  0.0326  0.0207  0.0083  0.0152  0.0080  0.0343  0.9981  0.5648  0.8928  0.8876 -0.0034
  73  0.0293  0.0189  0.0038  0.0180  0.0088  0.0322  1.0023  0.5960  0.9015  0.8971 -0.0009
  74  0.0231  0.0154  0.0017  0.0164  0.0050  0.0305  1.0043  0.6243  0.9090  0.9032  0.0005
  75  0.0225  0.0089 -0.0014  0.0165  0.0029  0.0276  1.0073  0.6517  0.9164  0.9114  0.0022
  76  0.0215  0.0083  0.0000  0.0156  0.0047  0.0246  1.0038  0.6807  0.9245  0.9179 -0.0006
  77  0.0172  0.0100 -0.0034  0.0128  0.0042  0.0226  1.0020  0.7105  0.9316  0.9201  0.0014
  78  0.0169  0.0083 -0.0030  0.0156  0.0006  0.0219  1.0009  0.7346  0.9368  0.9254 -0.0026
  79  0.0168  0.0097 -0.0002  0.0106  0.0009  0.0203  1.0026  0.7560  0.9431  0.9316  0.0004
  80  0.0178  0.0106 -0.0000  0.0095 -0.0019  0.0183  0.9997  0.7761  0.9458  0.9353  0.0028
  81  0.0150  0.0113  0.0033  0.0067 -0.0037  0.0176  0.9992  0.7932  0.9499  0.9424 -0.0011
  82  0.0133  0.0090  0.0029  0.0054  0.0005  0.0153  1.0000  0.8095  0.9505  0.9474 -0.0000
  83  0.0133  0.0114  0.0042  0.0087 -0.0025  0.0129  0.9975  0.8268  0.9492  0.9501 -0.0010
  84  0.0129  0.0128  0.0070  0.0101 -0.0056  0.0119  0.9960  0.8393  0.9514  0.9543 -0.0023
  85  0.0104  0.0065  0.0098  0.0116 -0.0066  0.0127  0.9988  0.8521  0.9566  0.9533 -0.0035
  86  0.0066  0.0061  0.0081  0.0098 -0.0052  0.0134  0.9968  0.8688  0.9585  0.9516 -0.0019
  87  0.0017  0.0076  0.0084  0.0055 -0.0023  0.0124  0.9977  0.8816  0.9623  0.9580 -0.0050
  88  0.0023  0.0104  0.0068  0.0037 -0.0018  0.0112  0.9971  0.8928  0.9621  0.9589 -0.0021
  89 -0.0009  0.0138  0.0067  0.0039  0.0003  0.0110  0.9982  0.9012  0.9620  0.9641 -0.0035
  90 -0.0027  0.0172  0.0068  0.0066  0.0028  0.0127  0.9985  0.9078  0.9684  0.9672 -0.0058
  91  0.0009  0.0130  0.0057  0.0067  0.0003  0.0110  1.0004  0.9129  0.9683  0.9715 -0.0041
  92  0.0011  0.0094  0.0070  0.0058  0.0040  0.0070  0.9996  0.9202  0.9717  0.9691 -0.0064
  93 -0.0036  0.0147  0.0077  0.0079  0.0063  0.0025  1.0004  0.9252  0.9706  0.9736 -0.0064
  94 -0.0021  0.0120  0.0035  0.0059  0.0056  0.0040  0.9997  0.9353  0.9717  0.9730 -0.0115
  95 -0.0037  0.0076  0.0044  0.0039  0.0017  0.0003  1.0059  0.9473  0.9720  0.9706 -0.0064
  96 -0.0008  0.0108  0.0066  0.0029  0.0009  0.0003  1.0028  0.9456  0.9740  0.9696 -0.0082
  97 -0.0029  0.0111  0.0094  0.0053 -0.0016 -0.0024  1.0025  0.9530  0.9757  0.9692 -0.0082
  98 -0.0058  0.0133  0.0119  0.0056 -0.0019 -0.0029  1.0030  0.9572  0.9784  0.9700 -0.0042
  99 -0.0066  0.0112  0.0092 -0.0006 -0.0010 -0.0037  1.0002  0.9569  0.9791  0.9688 -0.0049
 100 -0.0079  0.0146  0.0065 -0.0013 -0.0043 -0.0022  0.9967  0.9617  0.9801  0.9702 -0.0052
 101 -0.0055  0.0132  0.0040  0.0012 -0.0031 -0.0012  0.9974  0.9635  0.9814  0.9706 -0.0067
 102 -0.0062  0.0163  0.0023  0.0018 -0.0053  0.0001  0.9951  0.9641  0.9792  0.9750 -0.0075
 103 -0.0044  0.0180  0.0015  0.0037 -0.0029 -0.0001  0.9967  0.9576  0.9807  0.9742 -0.0072
 104 -0.0040  0.0163  0.0018  0.0035  0.0008 -0.0008  0.9943  0.9594  0.9803  0.9751 -0.0043
 105 -0.0047  0.0143  0.0027  0.0044  0.0021  0.0001  0.9938  0.9609  0.9833  0.9723 -0.0006
 106 -0.0045  0.0140  0.0034 -0.0022  0.0019  0.0047  0.9940  0.9629  0.9851  0.9728  0.0001
 107  0.0005  0.0104  0.0020 -0.0029  0.0069  0.0064  0.9964  0.9664  0.9824  0.9754 -0.0015
 108  0.0014  0.0109  0.0000 -0.0076  0.0086  0.0066  0.9959  0.9712  0.9837  0.9737 -0.0052
 109  0.0027  0.0108 -0.0027 -0.0084  0.0078  0.0022  0.9938  0.9752  0.9868  0.9732 -0.0014
 110  0.0029  0.0095 -0.0016 -0.0047  0.0071  0.0045  0.9945  0.9791  0.9828  0.9672 -0.0010
 111  0.0044  0.0069  0.0025 -0.0056  0.0055  0.0056  0.9931  0.9833  0.9875  0.9658  0.0006
 112  0.0040  0.0066  0.0011 -0.0046  0.0044  0.0029  0.9922  0.9872  0.9887  0.9649  0.0002
 113  0.0019  0.0095 -0.0022 -0.0026  0.0059  0.0043  0.9927  0.9828  0.9899  0.9652 -0.0011
 114  0.0021  0.0051 -0.0004 -0.0089  0.0066  0.0036  0.9939  0.9882  0.9904  0.9739  0.0025
 115  0.0035  0.0042 -0.0005 -0.0085  0.0036  0.0018  0.9913  0.9899  0.9881  0.9756  0.0049
 116  0.0039  0.0009  0.0003 -0.0096 -0.0002  0.0017  0.9962  0.9898  0.9892  0.9737  0.0041
 117  0.0054 -0.0021 -0.0003 -0.0072  0.0021  0.0025  0.9919  0.9893  0.9937  0.9765  0.0074
 118  0.0017 -0.0029 -0.0021 -0.0029 -0.0012  0.0027  0.9945  0.9890  0.9915  0.9759  0.0053
 119  0.0030 -0.0058 -0.0020 -0.0053  0.0020 -0.0012  0.9917  0.9936  0.9901  0.9771  0.0044
 120  0.0069 -0.0024 -0.0013 -0.0032  0.0050 -0.0027  0.9944  0.9921  0.9904  0.9736  0.0041
 121  0.0056 -0.0041 -0.0014 -0.0040  0.0067  0.0003  0.9957  0.9910  0.9908  0.9754  0.0082
 122  0.0020 -0.0064  0.0018 -0.0063  0.0086  0.0016  0.9960  0.9892  0.9860  0.9751  0.0094
 123  0.0022 -0.0086  0.0015 -0.0064  0.0070  0.0012  0.9975  0.9911  0.9827  0.9707  0.0093
 124  0.0009 -0.0060  0.0012 -0.0049  0.0068  0.0015  0.9968  0.9916  0.9847  0.9693  0.0126
 125 -0.0006 -0.0014  0.0001 -0.0036  0.0048  0.0040  0.9992  0.9914  0.9850  0.9668  0.0123
 126 -0.0012 -0.0017 -0.0022 -0.0055  0.0074  0.0037  1.0004  0.9940  0.9852  0.9631  0.0122
 127 -0.0018 -0.0038 -0.0007 -0.0045  0.0060 -0.0014  0.9968  0.9966  0.9810  0.9612  0.0091
 128 -0.0009 -0.0045  0.0004 -0.0036  0.0073 -0.0023  1.0004  0.9935  0.9816  0.9588  0.0123
 129  0.0030 -0.0083 -0.0033 -0.0036  0.0078  0.0011  0.9987  0.9910  0.9849  0.9581  0.0102
 130  0.0026 -0.0083 -0.0033 -0.0034  0.0095  0.0045  0.9987  0.9887  0.9828  0.9606  0.0091
 131  0.0003 -0.0051 -0.0025 -0.0009  0.0078  0.0005  0.9975  0.9899  0.9806  0.9610  0.0099
 132 -0.0006 -0.0037 -0.0015  0.0028  0.0080  0.0023  0.9992  0.9885  0.9793  0.9596  0.0087
 133  0.0021 -0.0035  0.0017  0.0048  0.0070  0.0015  1.0025  0.9881  0.9803  0.9607  0.0040
 134  0.0023 -0.0074  0.0026  0.0038  0.0051  0.0016  1.0035  0.9888  0.9817  0.9659  0.0011
 135 -0.0011 -0.0058 -0.0048  0.0041  0.0081  0.0023  1.0030  0.9888  0.9846  0.9650  0.0031
 136 -0.0016 -0.0031 -0.0047  0.0034  0.0065 -0.0007  0.9995  0.9934  0.9846  0.9664 -0.0007
 137 -0.0034 -0.0022 -0.0027  0.0032  0.0078 -0.0016  0.9955  0.9913  0.9844  0.9666 -0.0012
 138 -0.0030 -0.0011 -0.0074  0.0036  0.0062  0.0012  0.9943  0.9917  0.9845  0.9645  0.0024
 139  0.0017 -0.0000 -0.0065  0.0014  0.0076  0.0052  0.9943  0.9928  0.9844  0.9639  0.0067
 140  0.0016 -0.0039 -0.0022 -0.0010  0.0124  0.0031  0.9943  0.9941  0.9871  0.9639  0.0052
 141 -0.0003 -0.0079 -0.0024 -0.0014  0.0093  0.0007  0.9975  0.9971  0.9833  0.9687  0.0044
 142  0.0003 -0.0083  0.0002 -0.0043  0.0065  0.0039  0.9987  1.0000  0.9827  0.9681  0.0080
 143 -0.0028 -0.0126  0.0013 -0.0015  0.0050  0.0054  0.9957  0.9993  0.9791  0.9683  0.0069
 144 -0.0032 -0.0104 -0.0003 -0.0020  0.0037 -0.0000  0.9999  0.9962  0.9806  0.9683  0.0037
 145 -0.0020 -0.0108  0.0047 -0.0018  0.0015  0.0002  0.9985  0.9936  0.9824  0.9634  0.0006
 146  0.0022 -0.0050  0.0051 -0.0006 -0.0002  0.0028  0.9957  0.9951  0.9850  0.9652 -0.0029
 147 -0.0033 -0.0045  0.0053  0.0002 -0.0023 -0.0010  0.9979  0.9944  0.9827  0.9669 -0.0069
 148 -0.0015 -0.0044  0.0048  0.0039 -0.0032 -0.0019  0.9982  0.9938  0.9879  0.9668 -0.0019
 149 -0.0003 -0.0064  0.0020  0.0070 -0.0003  0.0002  1.0012  0.9917  0.9880  0.9702  0.0005
 150  0.0028 -0.0087 -0.0001  0.0058 -0.0016  0.0007  1.0001  0.9955  0.9867  0.9723  0.0021
 151  0.0063 -0.0104 -0.0007  0.0064 -0.0016 -0.0002  1.0002  0.9939  0.9869  0.9711 -0.0030
 152  0.0032 -0.0138 -0.0032  0.0019 -0.0004 -0.0037  0.9981  0.9928  0.9902  0.9701 -0.0045
 153  0.0052 -0.0119 -0.0062  0.0017 -0.0045 -0.0040  0.9952  0.9957  0.9872  0.9669 -0.0028
 154  0.0065 -0.0113 -0.0052  0.0019  0.0038 -0.0021  0.9962  0.9935  0.9884  0.9643 -0.0011
 155  0.0058 -0.0100 -0.0059  0.0016  0.0030 -0.0061  0.9975  0.9935  0.9856  0.9658  0.0011
 156  0.0056 -0.0100 -0.0005 -0.0001  0.0002 -0.0077  0.9953  0.9961  0.9843  0.9658  0.0036
 157  0.0047 -0.0102 -0.0011 -0.0039  0.0040 -0.0099  0.9994  0.9944  0.9821  0.9649  0.0019
 158  0.0015 -0.0088  0.0007 -0.0048  0.0033 -0.0065  1.0022  0.9949  0.9838  0.9720  0.0000
 159  0.0042 -0.0078  0.0018 -0.0041  0.0021 -0.0084  1.0047  0.9938  0.9889  0.9726 -0.0001
   0  0.8003 -0.0026  0.0005  0.0008  0.0009  0.0001  0.8000  0.8022  0.0010 -0.0007 -0.0001
   1  0.7285  0.0039 -0.0007  0.0012 -0.0031 -0.0025  0.8185  0.7277  0.0836  0.0088  0.0939
   2  0.6620  0.0044 -0.0021  0.0003 -0.0001  0.0023  0.8402  0.6607  0.1177  0.0243  0.1451
   3  0.6004  0.0095 -0.0040  0.0002  0.0019 -0.0007  0.8548  0.6029  0.1347  0.0349  0.1626
   4  0.5442  0.0094 -0.0032 -0.0014  0.0027  0.0047  0.8698  0.5464  0.1470  0.0418  0.1700
   5  0.4978  0.0110 -0.0019 -0.0012  0.0000  0.0049  0.8818  0.4950  0.1600  0.0424  0.1742
   6  0.4500  0.0139 -0.0004 -0.0061 -0.0014  0.0043  0.8946  0.4546  0.1668  0.0489  0.1769
   7  0.4112  0.0179 -0.0015 -0.0024 -0.0026  0.0051  0.9046  0.4153  0.1746  0.0534  0.1721
   8  0.3726  0.0205 -0.0039 -0.0019  0.0003  0.0041  0.9131  0.3744  0.1806  0.0594  0.1680
   9  0.3402  0.0210 -0.0035 -0.0030  0.0013  0.0068  0.9221  0.3445  0.1844  0.0628  0.1613
  10  0.3152  0.0251 -0.0038 -0.0045  0.0000  0.0089  0.9318  0.3184  0.1964  0.0670  0.1516
  11  0.2923  0.0323 -0.0008 -0.0010  0.0045  0.0072  0.9341  0.2913  0.2060  0.0778  0.1390
  12  0.2697  0.0352 -0.0047 -0.0009  0.0034  0.0057  0.9412  0.2737  0.2173  0.0846  0.1290
  13  0.2525  0.0378 -0.0033  0.0024  0.0021  0.0079  0.9489  0.2533  0.2298  0.0949  0.1187
  14  0.2365  0.0403 -0.0023  0.0036  0.0014  0.0088  0.9545  0.2402  0.2437  0.1079  0.1088
  15  0.2231  0.0438 -0.0048  0.0055  0.0022  0.0090  0.9584  0.2286  0.2600  0.1220  0.0991
  16  0.2120  0.0475 -0.0038  0.0072  0.0019  0.0095  0.9619  0.2220  0.2746  0.1388  0.0927
  17  0.2047  0.0506 -0.0024  0.0069  0.0050  0.0105  0.9704  0.2114  0.2942  0.1572  0.0831
  18  0.1976  0.0520 -0.0033  0.0080  0.0024  0.0133  0.9734  0.2058  0.3174  0.1782  0.0739
  19  0.1869  0.0596 -0.0052  0.0070  0.0039  0.0161  0.9832  0.2015  0.3431  0.2012  0.0644
  20  0.1834  0.0643 -0.0096  0.0059  0.0048  0.0176  0.9852  0.1987  0.3693  0.2208  0.0587
  21  0.1763  0.0707 -0.0081  0.0081  0.0066  0.0219  0.9880  0.1973  0.3868  0.2468  0.0542
  22  0.1692  0.0761 -0.0090  0.0104  0.0036  0.0277  0.9877  0.1915  0.4130  0.2739  0.0426
  23  0.1652  0.0813 -0.0066  0.0125  0.0069  0.0297  0.9912  0.1906  0.4382  0.3048  0.0398
  24  0.1646  0.0855 -0.0073  0.0143  0.0065  0.0386  0.9920  0.1841  0.4609  0.3270  0.0387
  25  0.1625  0.0914 -0.0041  0.0127  0.0059  0.0448  0.9933  0.1799  0.4800  0.3553  0.0369
  26  0.1618  0.0985 -0.0020  0.0191  0.0089  0.0463  0.9973  0.1782  0.4984  0.3819  0.0316
  27  0.1595  0.1025 -0.0000  0.0233  0.0099  0.0526  1.0011  0.1770  0.5125  0.4026  0.0271
  28  0.1593  0.1019  0.0037  0.0256  0.0122  0.0621  0.9995  0.1713  0.5319  0.4278  0.0232
  29  0.1625  0.1059  0.0008  0.0275  0.0103  0.0684  1.0003  0.1669  0.5441  0.4454  0.0200
  30  0.1611  0.1117  0.0023  0.0278  0.0132  0.0741  1.0018  0.1631  0.5598  0.4678  0.0152
  31  0.1593  0.1166  0.0042  0.0293  0.0139  0.0809  1.0002  0.1557  0.5704  0.4838  0.0125
  32  0.1596  0.1261  0.0027  0.0325  0.0167  0.0900  0.9989  0.1488  0.5856  0.5035  0.0110
  33  0.1605  0.1270  0.0062  0.0355  0.0166  0.1014  0.9976  0.1461  0.5944  0.5196  0.0095
  34  0.1614  0.1317  0.0046  0.0382  0.0186  0.1139  0.9965  0.1405  0.5954  0.5343  0.0064
  35  0.1649  0.1376  0.0033  0.0402  0.0237  0.1248  0.9954  0.1403  0.6048  0.5438  0.0061
  36  0.1682  0.1427  0.0036  0.0461  0.0254  0.1357  0.9947  0.1357  0.6065  0.5516  0.0070
  37  0.1706  0.1497  0.0081  0.0445  0.0281  0.1427  0.9945  0.1304  0.6098  0.5594  0.0064
  38  0.1767  0.1576  0.0095  0.0483  0.0322  0.1544  0.9967  0.1282  0.6100  0.5673  0.0023
  39  0.1818  0.1663  0.0095  0.0532  0.0366  0.1679  0.9991  0.1225  0.6111  0.5705  0.0065
  40  0.1858  0.1748  0.0124  0.0520  0.0368  0.1833  0.9995  0.1165  0.6092  0.5705  0.0066
  41  0.1960  0.1831  0.0194  0.0568  0.0462  0.2013  1.0020  0.1125  0.6011  0.5700  0.0079
  42  0.2047  0.1948  0.0219  0.0610  0.0478  0.2195  1.0031  0.1031  0.5966  0.5630  0.0103
  43  0.2175  0.2053  0.0229  0.0668  0.0503  0.2338  0.9967  0.0995  0.5859  0.5529  0.0117
  44  0.2395  0.2203  0.0244  0.0786  0.0559  0.2493  0.9969  0.0926  0.5754  0.5468  0.0133
  45  0.2561  0.2379  0.0258  0.0839  0.0600  0.2683  0.9924  0.0867  0.5633  0.5327  0.0091
  46  0.2755  0.2576  0.0305  0.0920  0.0616  0.2952  0.9882  0.0753  0.5476  0.5160  0.0109
  47  0.3002  0.2819  0.0346  0.0979  0.0649  0.3203  0.9810  0.0693  0.5256  0.4980  0.0081
  48  0.3245  0.3075  0.0416  0.1058  0.0719  0.3484  0.9760  0.0651  0.5069  0.4810  0.0094
  49  0.3501  0.3354  0.0465  0.1103  0.0776  0.3781  0.9657  0.0579  0.4832  0.4571  0.0120
  50  0.3785  0.3669  0.0509  0.1195  0.0823  0.4102  0.9562  0.0482  0.4558  0.4359  0.0115
  51  0.4114  0.4008  0.0601  0.1303  0.0872  0.4416  0.9432  0.0431  0.4299  0.4069  0.0113
  52  0.4411  0.4347  0.0650  0.1400  0.0950  0.4771  0.9243  0.0416  0.4050  0.3802  0.0089
  53  0.4719  0.4662  0.0766  0.1482  0.0961  0.5092  0.9015  0.0392  0.3796  0.3549  0.0112
  54  0.5028  0.4985  0.0888  0.1570  0.0995  0.5378  0.8760  0.0357  0.3578  0.3326  0.0068
  55  0.5226  0.5303  0.1012  0.1641  0.1034  0.5711  0.8450  0.0343  0.3347  0.3097  0.0052
  56  0.5460  0.5579  0.1133  0.1710  0.1059  0.5991  0.8107  0.0320  0.3142  0.2902  0.0041
  57  0.5675  0.5857  0.1294  0.1827  0.1090  0.6259  0.7728  0.0280  0.2934  0.2711  0.0021
  58  0.5834  0.6127  0.1432  0.1916  0.1076  0.6494  0.7341  0.0256  0.2743  0.2521  0.0027
  59  0.5992  0.6395  0.1560  0.1986  0.1110  0.6810  0.6989  0.0264  0.2521  0.2284  0.0055
  60  0.6094  0.6666  0.1741  0.2067  0.1160  0.6995  0.6575  0.0240  0.2317  0.2183  0.0093
  61  0.6181  0.6917  0.1890  0.2114  0.1148  0.7220  0.6226  0.0249  0.2175  0.1987  0.0111
  62  0.6269  0.7115  0.2030  0.2198  0.1120  0.7427  0.5894  0.0262  0.2021  0.1855  0.0102
  63  0.6304  0.7310  0.2166  0.2245  0.1162  0.7651  0.5567  0.0190  0.1872  0.1690  0.0141
  64  0.6298  0.7518  0.2347  0.2350  0.1152  0.7825  0.5213  0.0151  0.1734  0.1603  0.0129
  65  0.6341  0.7732  0.2455  0.2379  0.1152  0.7986  0.4894  0.0151  0.1580  0.1458  0.0161
  66  0.6360  0.7903  0.2636  0.2427  0.1163  0.8151  0.4608  0.0141  0.1442  0.1348  0.0135
  67  0.6357  0.8069  0.2758  0.2524  0.1144  0.8301  0.4337  0.0144  0.1347  0.1255  0.0145
  68  0.6321  0.8230  0.2886  0.2598  0.1102  0.8417  0.4035  0.0113  0.1212  0.1170  0.0178
  69  0.6295  0.8388  0.2974  0.2683  0.1081  0.8532  0.3758  0.0149  0.1123  0.1033  0.0165
