# model = krumsiek11.txt 
# tmax = 160
# branching = True
# nrRealizations = 10
# noiseObs = 0.21544346900318823
# noiseDyn = 0.001
# seed = 0
# it   Gata2   Gata1    Fog1    EKLF    Fli1     SCL   Cebpa    Pu.1    cJun  EgrNab    Gfi1 
  45  0.2177  0.0166  0.2274 -0.0509 -0.2945 -0.0731  0.9443  0.4045  0.4841  0.5425  0.1287
  46  0.1449 -0.1557 -0.1349 -0.0380 -0.0087  0.2533  0.7189  0.0524  1.0859  0.5485  0.3472
  47 -0.0361 -0.0265  0.3362 -0.2967  0.3199  0.0445  1.0486  0.2063  0.6355  0.8756 -0.2070
  48  0.5813  0.4200  0.4461 -0.1504  0.2819  0.5193  0.6400 -0.0973  0.7303  0.5928  0.0657
  49  0.2871  0.2213  0.1259  0.0892 -0.1684  0.2609  0.8722  0.3430  0.8156  0.9766  0.5743
  50  0.2004 -0.2193 -0.1425 -0.2066  0.0083  0.2884  1.4575  0.4408  1.0547  0.7372  0.1721
  51  0.1879 -0.0257 -0.0543 -0.0136  0.0228  0.0050  0.7256  0.2697  0.7978  0.7563 -0.2293
  52  0.1037  0.1523  0.2733 -0.0472  0.2634 -0.0757  0.9921  0.3262  0.7036  0.8009  0.2325
  53  0.0688  0.2858 -0.1212  0.0569  0.0243  0.2559  0.8864  0.1495  0.8392  0.8782  0.1281
  54  0.2487  0.3183 -0.1047  0.2216  0.2000 -0.0073  1.1951  0.0781  0.6387  0.7510 -0.1817
  55  0.2334  0.3449 -0.1203  0.3732 -0.0274 -0.0891  0.9036  0.4047  0.7886  0.5292 -0.2019
  56  0.1513  0.0948  0.3528 -0.0725  0.0500  0.0381  0.6769  0.2877  0.6631  0.6339 -0.2598
  57  0.1169  0.3383 -0.1749  0.1763  0.1039 -0.1805  0.8712  0.1118  0.8340  0.6875 -0.0148
  58  0.1293  0.0384 -0.2366 -0.1846  0.0834  0.0438  0.7806  0.3032  0.6310  0.7422  0.3175
  59  0.1166 -0.0619 -0.1315 -0.2633  0.1377 -0.1530  1.0549  0.3127  0.8560  1.1050 -0.3021
  60  0.1333  0.0819 -0.0634 -0.1523  0.3655 -0.2069  1.2286  0.0012  0.4809  0.6983  0.0971
  61 -0.2930  0.0540 -0.5250 -0.0906 -0.2947 -0.1118  0.6312  0.2114  0.7291  0.7117  0.0267
  62  0.1901 -0.1293 -0.1872  0.1212 -0.0867  0.4885  0.8375  0.0694  0.8847  0.8749 -0.1115
  63  0.2348 -0.1520 -0.5992  0.0315 -0.0723  0.3603  1.0133  0.4983  0.8633  0.8226 -0.1953
  64  0.0219  0.0467 -0.1067 -0.3734  0.2179 -0.1618  0.9864  0.3739  0.5600  0.8981 -0.0336
  65  0.0154 -0.0150 -0.2022 -0.2728 -0.0019  0.3017  0.7936  0.5495  0.9296  0.9495 -0.3086
  66  0.2054 -0.0566 -0.1633  0.1953  0.3155 -0.0864  0.9313  0.4485  0.6505  0.3479 -0.0936
  67  0.0444 -0.1598  0.1328 -0.0591 -0.1452  0.4182  1.0201  0.5895  0.9340  1.0985  0.0136
  68  0.0331  0.1770  0.3390 -0.0178  0.1728 -0.1555  1.1852  0.1339  1.3100  1.0155 -0.1805
  69 -0.0249  0.0688  0.0889 -0.0198  0.5252 -0.1798  1.1074  0.5611  0.8969  0.6570  0.1398
  70 -0.1751  0.3133  0.2986  0.4103 -0.2533  0.0559  0.9923  0.7896  0.8710  0.8966  0.0443
  71  0.2924  0.2470 -0.0768 -0.1214 -0.4900 -0.2400  0.8916  0.3384  0.8522  0.8989 -0.3054
  72  0.3307 -0.0135  0.0792  0.0614 -0.0257 -0.0863  0.6021  0.3060  0.8420  0.7452  0.0001
  73  0.0135  0.1136 -0.1058  0.2081  0.1719 -0.3017  0.8500  0.8375  0.7945  0.9613  0.0375
  74 -0.3659 -0.2140 -0.2283 -0.1106  0.0058  0.0849  1.2669  0.4160  0.7440  0.9865  0.1235
  75  0.2497  0.0049 -0.0985  0.0090 -0.2035  0.2213  1.1149  0.6074  1.2039  1.0442  0.5192
  76  0.2134  0.2729 -0.1383 -0.2292  0.1654 -0.0715  0.9908  0.6998  0.7618  0.7825 -0.1158
  77  0.0508  0.1079  0.1860 -0.3250  0.1983  0.0321  1.1108  0.5848  1.1709  0.8414  0.1394
  78  0.0255 -0.4196 -0.1671 -0.1515  0.1254 -0.0926  1.0374  0.9289  1.0966  0.9732 -0.0825
  79  0.0678  0.1554  0.3623  0.1213 -0.1529 -0.1958  1.2059  0.8020  1.0504  1.1899 -0.0779
  80 -0.2950  0.3812  0.1432 -0.2810 -0.2946 -0.2219  0.9227  0.8016  0.8488  0.5529 -0.0675
  81 -0.1769 -0.0131  0.3296 -0.3089 -0.0043  0.1831  0.9256  0.4538  0.9738  0.9257 -0.0854
  82  0.3562  0.0809  0.2623  0.0567  0.2066 -0.1268  0.9255  1.1973  1.0565  0.9237  0.0059
  83 -0.0208  0.2165  0.0454 -0.0748 -0.5049 -0.1083  0.5823  0.9515  1.0135  0.9087 -0.1257
  84  0.2405  0.2265 -0.1682 -0.0274  0.2430  0.0631  0.8251  0.9462  0.9067  0.8514  0.0919
  85 -0.1487  0.1830  0.0796 -0.0984 -0.1788  0.1578  1.1783  1.1714  1.2833  0.6897  0.2262
  86  0.3471 -0.1301 -0.2036  0.0288  0.0347 -0.1249  0.8453  0.6967  0.9492  0.9082  0.1865
  87 -0.1445 -0.4404  0.0794 -0.3470 -0.1266 -0.0061  1.3351  0.9126  1.1231  1.1456 -0.1664
  88  0.1420 -0.1759 -0.0228 -0.5005  0.2095  0.2469  0.7338  1.1157  1.1096  0.7308  0.3744
  89 -0.0944 -0.0114 -0.0761  0.1098 -0.3025  0.0506  1.2979  1.1743  0.9952  1.3041  0.1051
  90  0.1351  0.2708  0.0189  0.3141  0.2918 -0.2344  0.5649  0.3216  1.3970  0.8415  0.0317
  91  0.0799 -0.3062 -0.3263  0.0871 -0.4956  0.1357  0.9635  0.8962  1.1261  0.9896 -0.1279
  92 -0.0861  0.0267 -0.0800 -0.2864  0.1000 -0.2002  0.9498  1.0002  0.7567  0.7226 -0.2363
  93 -0.3153  0.1378 -0.0127  0.4540  0.1777 -0.2800  0.7769  0.9944  1.0305  1.0117 -0.1402
  94 -0.0658  0.2269 -0.0806  0.3435 -0.0427  0.0819  1.0136  1.2480  1.0349  0.7692 -0.4732
  95 -0.2014 -0.1767  0.4204  0.1327  0.0087 -0.1001  1.2861  1.4220  1.5712  0.8122  0.1060
  96 -0.0548  0.0113  0.2625  0.3278  0.3312 -0.1346  0.9001  0.8926  1.1643  1.0279  0.1150
  97 -0.1734  0.1356  0.0523  0.0619  0.3975  0.0897  0.8908  1.0882  1.2094  0.8498  0.3069
  98 -0.2694  0.1298  0.1470  0.1587  0.0359 -0.1347  0.6300  1.1146  1.1424  0.7906  0.0723
  99  0.0943  0.0282 -0.0404 -0.0277  0.0069 -0.0408  0.9476  0.9735  0.8101  0.9936  0.0123
 100 -0.2329  0.3281  0.0822 -0.1516  0.2068  0.0950  0.3681  1.5453  0.9651  1.1280 -0.1585
 101  0.2968 -0.2141  0.2660  0.0132  0.2576  0.0229  0.7448  0.6766  1.2008  1.2094 -0.0785
 102 -0.1523 -0.0587 -0.1022  0.0339 -0.0138 -0.1846  0.5453  0.9205  0.8357  0.7672 -0.3135
 103  0.0674 -0.1564  0.0498 -0.1002  0.1631 -0.2228  1.1147  0.9444  1.2363  0.8856 -0.3283
 104  0.1293  0.0311 -0.3394 -0.1474 -0.0789 -0.2555  0.9175  1.0019  0.8557  1.1957  0.0153
 105 -0.0975 -0.1956 -0.1648  0.0375  0.2773  0.0322  0.7958  0.9569  1.1202  0.4466 -0.1388
 106  0.0835  0.4027 -0.1153 -0.1529  0.0500 -0.0753  0.9651  0.8790  0.8840  0.9785 -0.5725
 107  0.1128  0.1410 -0.4203 -0.0030  0.4801 -0.1682  1.2261  1.1498  0.9742  1.2590  0.3332
 108 -0.0870 -0.0972 -0.0336  0.1039  0.2386  0.0885  0.9889  0.7947  1.0687  1.0805 -0.4604
 109  0.1009  0.0922 -0.1628  0.0262 -0.3139 -0.2462  0.7284  0.9485  0.9749  1.0560  0.3403
 110  0.1043  0.1412  0.2329  0.1995  0.0680 -0.1401  1.0798  0.8583  1.0758  0.8685 -0.1664
 111  0.1167  0.3353  0.2420 -0.1281 -0.0543 -0.1142  0.9081  1.1984  1.0742  0.5367 -0.0229
 112  0.0759 -0.0885  0.0692 -0.1102 -0.0665  0.2116  1.0459  1.0660  0.8239  1.2195  0.0567
 113 -0.3931 -0.0270 -0.7063  0.2498  0.0827  0.0365  1.2133  0.5672  1.1620  0.5341 -0.0563
 114  0.1359  0.1855  0.1333 -0.3152  0.0524  0.0531  0.6059  0.8158  0.9533  0.5364 -0.1107
 115  0.3358  0.1692 -0.3088  0.0925 -0.1717  0.1986  1.2126  0.9032  0.8884  0.9458  0.0024
 116  0.0197  0.1597 -0.1300  0.0217  0.0161  0.2501  1.4601  0.6847  1.1547  1.1603 -0.0586
 117  0.1946  0.0801 -0.0841 -0.0490 -0.0845 -0.1284  0.6930  0.9837  1.2264  1.1259  0.2231
 118  0.2034  0.3368  0.0954  0.0625  0.1799  0.0219  1.1365  0.9253  1.4345  1.3172  0.0737
 119 -0.4786  0.2431 -0.0448  0.0322  0.0765  0.0505  0.6577  1.1465  1.0732  1.0994  0.0272
 120  0.2732  0.0149  0.1530  0.1295  0.4909 -0.2069  0.9802  1.0731  1.1235  0.9133  0.2095
 121 -0.0843  0.5045 -0.0104  0.0356  0.0831  0.2687  0.8214  0.6247  1.2563  0.8274 -0.1584
 122  0.0742 -0.0526  0.3294 -0.2389 -0.3113 -0.0825  0.8302  0.9535  0.7107  1.0336  0.0127
 123  0.0383  0.3266 -0.2264 -0.0904  0.1805 -0.4687  0.7446  1.3615  0.8983  1.0387  0.2602
 124 -0.4468  0.1000 -0.2060 -0.0878  0.2974 -0.2734  0.7114  0.9022  1.0587  1.0057  0.2940
 125 -0.0492  0.0447 -0.0821 -0.1061 -0.5945  0.1884  0.8074  0.7835  0.9687  0.9771 -0.0362
 126  0.1817 -0.1383  0.0979 -0.1520  0.1797  0.3741  1.1955  0.6918  1.0966  0.9362  0.1939
 127 -0.1373  0.2436  0.0560 -0.3923  0.5199 -0.0336  0.8355  0.9248  0.4344  0.9634 -0.3133
 128 -0.3937 -0.0977  0.3925 -0.0142 -0.3614 -0.0116  1.1446  1.0441  0.9252  0.9073  0.1468
 129  0.1170 -0.4261 -0.0295  0.3171  0.1707 -0.0937  1.0427  1.0768  1.2937  1.0451 -0.2647
 130  0.3102 -0.1914 -0.1278  0.0234  0.1333  0.2163  0.7319  0.6623  1.3258  1.3205  0.5517
 131 -0.1252  0.0074 -0.0940  0.2626 -0.5572 -0.1220  0.9847  1.1026  0.7779  1.2459  0.1323
 132 -0.2045  0.4811 -0.3147 -0.1138  0.2504  0.5757  0.3734  1.0306  0.8824  1.4146 -0.2489
 133 -0.0677  0.1101  0.1374  0.4140  0.1622  0.0161  0.8756  0.9467  1.0954  1.0833  0.2136
 134  0.4054 -0.4294  0.3048  0.1079 -0.2175  0.0015  0.9638  0.7816  0.5736  0.8017  0.0295
 135 -0.1867 -0.1689  0.0648  0.1155  0.0971 -0.0803  1.2977  0.9819  0.8114  1.2549  0.3401
 136  0.3429 -0.0780  0.2346 -0.0895 -0.1497 -0.0827  0.6455  1.3132  0.8437  0.8638  0.1113
 137 -0.1408 -0.0583 -0.3151 -0.2315  0.3948  0.1044  0.8208  1.1305  1.1531  1.0318 -0.0910
 138 -0.0204 -0.0392  0.0720 -0.1837  0.2777  0.0954  1.2060  0.8338  0.8946  1.0654 -0.1199
 139 -0.2123  0.0523 -0.1683 -0.3406  0.2345  0.1762  1.0753  1.4869  0.9684  0.8079 -0.1534
 140 -0.3433 -0.0285 -0.1419 -0.0112  0.4908 -0.0779  1.2497  0.8867  1.0761  0.8098 -0.2607
 141 -0.0152 -0.0885 -0.0030  0.1767  0.0046 -0.2922  1.0800  0.8417  1.0145  0.8054 -0.1453
 142  0.2501 -0.3544  0.2098 -0.2395 -0.2594  0.2670  1.3302  1.3965  1.2588  1.3789  0.1295
 143  0.1008 -0.0294 -0.0765 -0.0707 -0.0551  0.0168  1.0890  1.0827  0.7462  1.3164  0.1487
 144  0.0947  0.3070 -0.2334 -0.2029  0.3276 -0.0044  0.8838  1.1604  0.9337  1.0890  0.0593
 145  0.1342 -0.2546  0.1332 -0.1548 -0.0138 -0.0902  1.2161  0.8356  0.9283  1.0165  0.2706
 146  0.2785  0.2523  0.2384 -0.0500  0.1106  0.4399  0.7495  0.3808  0.9659  0.9832  0.0206
 147 -0.4326  0.0171  0.1542  0.1010  0.1015 -0.0480  0.6139  0.8301  0.7644  1.0361  0.0595
 148  0.1929  0.1507  0.0820 -0.2212 -0.2285  0.0143  0.9730  1.0679  1.1349  1.3455 -0.0800
 149 -0.3126 -0.1843 -0.0162  0.1149  0.0636  0.2236  0.7408  0.6659  0.9000  1.0700 -0.1563
 150 -0.0126 -0.1403 -0.0877  0.2810 -0.2023 -0.1572  0.5264  1.5121  0.8558  0.9530  0.0428
 151  0.0505  0.3306 -0.0572  0.0293  0.1895  0.1004  1.0601  1.3288  0.9852  0.8519  0.0937
 152 -0.3554 -0.4114  0.2970 -0.1583  0.2679  0.1276  0.7189  0.9324  0.8598  0.8150 -0.0409
 153  0.0260 -0.2015  0.1131  0.0650 -0.0579  0.1875  0.8065  1.0530  0.9388  0.8835 -0.1707
 154  0.0802  0.1646 -0.1764  0.0296 -0.0536  0.3867  0.7951  0.8851  0.8423  1.1295  0.3281
 155  0.1494 -0.1126  0.0633  0.0159  0.0693  0.1553  1.1677  0.8223  1.0315  1.0790  0.1639
 156  0.1476 -0.1134  0.4832  0.1680  0.0094  0.1377  0.5469  1.2723  1.3858  1.1760  0.5112
 157  0.0084 -0.1173 -0.0370 -0.0254 -0.1571  0.3840  0.8209  0.7993  1.0048  1.1509  0.0209
 158 -0.3594  0.1703 -0.0543 -0.1323 -0.1006 -0.0376  1.0447  0.9948  0.9549  1.0524  0.1040
 159 -0.2042 -0.2836  0.0117 -0.2677 -0.0008  0.2711  0.9872  1.2765  0.8034  0.8972 -0.1078
   0  0.4505 -0.2151 -0.0812 -0.2996 -0.0768 -0.4095  0.5216  0.7471 -0.0993 -0.2792 -0.1190
   1  0.7394 -0.1098 -0.1524  0.2616  0.0816  0.0489  0.5524  0.7858 -0.0019 -0.2400  0.7577
   2  0.8343  0.4012 -0.0170  0.1980  0.4861  0.1421  0.6786  0.4413  0.0417  0.1067  0.8676
   3  0.8169 -0.2471  0.0536  0.0668  0.2618 -0.2773  1.0089  0.6537  0.0107  0.1970  0.4240
   4  0.6081 -0.2613 -0.2462  0.1295  0.0948  0.1936  1.0912  0.5432  0.2690  0.4705  0.1075
   5  0.9897 -0.1327 -0.1956  0.2395 -0.0840 -0.1481  0.8458  0.0915  0.4790  0.3770  0.0569
   6  0.3641 -0.3855 -0.0131  0.2499 -0.1633  0.2977  1.2152  0.2674 -0.0917  0.0908  0.4862
   7  0.2394 -0.0083  0.2814  0.0936 -0.6054 -0.3460  1.0106  0.6709  0.3799 -0.1199 -0.0917
   8  0.7126  0.2509  0.0142  0.2199  0.0741  0.1020  0.9758  0.1151 -0.0646  0.0879 -0.0798
   9  0.6505  0.3010  0.0991 -0.4814 -0.0901 -0.0770  0.9947  0.5243 -0.1420 -0.0220  0.2348
  10  0.1024  0.3978 -0.1405 -0.3178  0.2380 -0.0729  1.1935  0.3468  0.2658 -0.0016  0.3926
  11  0.0820  0.5798 -0.0066  0.2876  0.2981  0.0487  1.0337 -0.0565  0.3213 -0.0335  0.3172
  12 -0.2210 -0.1197  0.1043  0.0031  0.0100 -0.1227  0.8656  0.2140  0.9132  0.0868 -0.1023
  13  0.4643  0.0292 -0.0579  0.0550 -0.0218  0.3045  0.8995  0.4684  0.3431  0.2864  0.5674
  14  0.3770 -0.0406  0.1435  0.0822  0.2015  0.0607  0.8759  0.6395  0.2723  0.4118 -0.0497
  15  0.0896 -0.1934 -0.3887 -0.0641  0.0623 -0.3592  1.0390  0.1504  0.2099  0.2274  0.0643
  16 -0.0999  0.1349 -0.0262  0.1784 -0.0692  0.4511  0.7859  0.2424  0.3426  0.2084  0.0289
  17  0.2226  0.3766  0.1122  0.0720 -0.3004 -0.0826  1.2638  0.2071  0.5351 -0.3663  0.2200
  18  0.1210  0.1840  0.0162 -0.0025 -0.1488  0.0884  0.6112  0.2564  0.5693 -0.0041  0.0267
  19  0.2554  0.1185  0.0750  0.0654 -0.0920 -0.0650  1.1253 -0.0228  0.0919  0.2492  0.0424
  20  0.2980 -0.0263 -0.1965 -0.1127 -0.0109 -0.0596  0.8153  0.2612  0.7098 -0.0106  0.0668
  21 -0.1487  0.0722 -0.0848  0.1379  0.0273  0.3522  1.0524  0.4598  0.5563  0.2279  0.1857
  22  0.1042 -0.3161 -0.0676 -0.0146 -0.1096  0.0719  0.6362  0.1545  0.5192  0.1346 -0.1255
  23  0.4346 -0.1222  0.4385  0.1530  0.1311 -0.3861  1.1547  0.5763  0.2053  0.4570 -0.2915
  24 -0.1670 -0.0584  0.2126  0.3194 -0.1899  0.1426  0.7823  0.2311  0.4939  0.0413  0.1068
  25 -0.0104 -0.0750 -0.0090 -0.4453  0.0057  0.0133  1.0741  0.0620  0.4176  0.3079  0.0076
  26  0.3619  0.2214 -0.1806  0.3799 -0.2468 -0.1979  1.1144  0.3097  0.7080  0.2998  0.4379
  27 -0.0004  0.6399  0.0553 -0.0135  0.3357  0.1441  1.1717  0.3110  0.4084  0.2048 -0.0768
  28  0.4036 -0.0494  0.1781  0.1588 -0.2495  0.2219  0.7349  0.3468  0.8092  0.2248  0.1765
  29  0.2449  0.0533 -0.0897  0.2592 -0.1870 -0.2285  0.9885  0.2598  0.7354  0.4232  0.1625
  30 -0.0865  0.1726  0.2779 -0.0311  0.0995  0.0051  1.3729  0.2792  0.5965  0.6149  0.1407
  31 -0.0874  0.3234 -0.1092 -0.0365 -0.0464 -0.1920  0.6471  0.2215  0.5676 -0.0815 -0.0645
  32  0.0735  0.3212  0.2036  0.2406  0.0816  0.0977  1.0198 -0.1968  0.2837  0.3505  0.1306
  33  0.1527 -0.1992  0.5223 -0.0007 -0.1798 -0.2072  1.1594  0.6164  0.7030  0.4318 -0.0522
  34 -0.0066 -0.0657  0.5161 -0.2160  0.0263 -0.1022  1.0571  0.0830  0.5601  0.8378 -0.0465
  35 -0.0051  0.3464  0.2639  0.1205  0.2290  0.0132  1.1748  0.1804  0.8041  0.3732 -0.0354
  36 -0.0937 -0.1056 -0.0632  0.1284 -0.4360  0.2752  1.4605  0.2474  0.3734  0.4323  0.1347
  37  0.3502  0.1549 -0.0233 -0.3325  0.2477 -0.2968  0.8054 -0.0581  0.5612  1.0435  0.2835
  38 -0.0704 -0.2558  0.1126 -0.1769 -0.0022 -0.1438  0.9007  0.0923  0.3394  0.4238 -0.0394
  39  0.4797  0.2365  0.0763  0.4852  0.2152  0.0898  1.1969  0.4876  0.8429  0.3126  0.2308
  40  0.3820  0.1526  0.2076  0.0284 -0.1998 -0.0326  0.8786 -0.0344  0.8414  0.6189  0.1468
  41  0.1441 -0.0984 -0.0252  0.0839 -0.0784  0.2269  0.7497  0.3082  0.3626  0.8651  0.1353
  42  0.0895  0.3642 -0.0894  0.0318  0.2353  0.4832  0.9445 -0.1707  0.6644  0.4838 -0.0649
  43  0.1595  0.1228 -0.1380 -0.3409  0.1517  0.4138  0.6074 -0.4401  0.8058  0.4977  0.1098
  44  0.2613 -0.2084  0.3527  0.6663  0.1685  0.2644  1.3272  0.1907  0.5222  0.7506  0.1032
  45  0.3561  0.1480 -0.3595  0.0664  0.0864 -0.1835  1.0586  0.2953  0.3178  0.4813  0.0479
  46  0.5663 -0.2022 -0.3608  0.3978 -0.1217  0.2566  0.8069 -0.1375  0.9243  0.3864  0.2876
  47  0.2531  0.4961 -0.1988  0.2229  0.0129  0.2569  0.9512  0.2648  0.4762  0.3879  0.1426
  48  0.1971  0.1491  0.0285 -0.0011  0.1648  0.5586  1.0020  0.1187  0.5214  0.4430  0.2216
  49  0.4105  0.7444 -0.0057 -0.0857 -0.2078  0.3831  0.6081  0.1803  0.3137  0.5014  0.0857
  50  0.2160  0.5645  0.3807  0.3480 -0.0701  0.8088  1.1029 -0.1405  0.2451  0.9505  0.3668
  51  0.8453  0.4152  0.6484 -0.0875  0.1457  0.4182  0.9309 -0.1846  0.3597  0.4779  0.0112
  52  0.6170  0.5268 -0.4733  0.1659  0.2687  0.6065  0.7383  0.0087  0.3533  0.3672  0.1235
  53  0.6363  0.2822 -0.2851  0.2885  0.2960  0.5963  0.9454 -0.1377  0.1051  0.3063 -0.2072
  54  0.3615  0.5617  0.2221  0.3246  0.1973  0.2576  0.7547 -0.1141  0.5809  0.6680 -0.3071
  55  0.1057  0.6435  0.4582  0.0859  0.0967  0.4929  1.1120 -0.3244  0.4665  0.3191  0.0303
  56  0.4216  0.2860  0.0881  0.0667  0.3258  0.6310  0.8043  0.2203  0.3432  0.3082  0.1961
  57  0.5377  0.5317  0.2474  0.5386 -0.1764  0.5974  0.3266  0.1576  0.3979  0.7107 -0.1462
  58  0.6649  0.6964  0.4038  0.2160 -0.1155  0.9733  0.6316  0.3033  0.5530  0.4917  0.0408
  59  0.5374  0.9527  0.3388  0.1162 -0.0226  1.1559  0.9309  0.2687  0.2836  0.0039  0.0724
  60  0.8142  0.6372  0.2081  0.4103  0.3658  0.7235  0.3877  0.0249 -0.1740  0.6077  0.2773
  61  0.3664  0.5155 -0.0343  0.1298  0.1679  0.7430  0.5433  0.3319 -0.0549  0.0414 -0.0397
  62  0.6132  1.0523  0.3252  0.0024 -0.1375  1.0950  0.5897  0.1681  0.0937  0.5641 -0.0540
  63  0.6154  0.6796  0.2269  0.2124 -0.1850  0.6775  0.7815 -0.4564  0.2088 -0.0829  0.4429
