# model = krumsiek11.txt 
# tmax = 160
# branching = True
# nrRealizations = 10
# noiseObs = 4.641588833612772
# noiseDyn = 0.001
# seed = 0
# it   Gata2   Gata1    Fog1    EKLF    Fli1     SCL   Cebpa    Pu.1    cJun  EgrNab    Gfi1 
  13 -1.3301 -6.0146 -1.6574  2.8111 -2.1617 -0.3075  2.1967  0.6177 -2.2490 -1.3449 -5.0580
  14 -10.1164  2.3060 -2.7495 -5.1881 -7.7716 -4.8979 -3.7039 -8.0285 -7.1409  8.7481  0.7361
  15  2.3771  2.3832 -4.8033  1.7496  1.9873 -4.6196 -5.4801  3.8166 -2.2522 -7.0450  4.0223
  16  0.0083 -5.4168  5.3826 -1.5320  7.0918  8.1492  5.6108  0.2590 -9.2504 -0.4049  0.3609
  17  2.6257  2.5526 -0.3105  2.1960 -13.0504 -0.5791  7.2502  0.4258  5.4343  7.1304  6.6641
  18  3.1404 -2.3545  1.4309  3.8914  2.4865  0.5300  6.0113 -3.7147  3.6046 -2.0147  3.2129
  19 -6.9744  5.8470  5.2479 -0.8738 -3.9804  5.6951 -0.4652  3.2720  3.9624  3.3335  1.8795
  20 -10.1018 10.2828 -3.3214  1.9563  1.0926  4.0452  1.7970  0.2908  1.2742  3.6817 -5.9492
  21  4.0949  6.1352 -3.6283 -3.7140  0.8296  2.1770 -1.8891 -2.0778 -5.4105 -4.0640  2.4427
  22  7.9933  1.4055 -3.5222  5.1203 -3.9957 -5.3056  0.8016  1.1878 -5.6985 -3.4839 -6.8158
  23  1.4695  6.7848  1.7201  3.4480  2.4817  9.9877  2.7667  7.9309  4.4313 -2.8342  2.8397
  24  2.3351  3.4845 -0.6216  6.7798 -3.8965 -7.6603  6.7656  3.5716 -4.5143 -0.6570  3.9265
  25 -1.1443 -2.2939 -7.2232 -7.7168 -3.9090  1.4467 -0.7476 -1.5869  1.2346  0.4524  5.2466
  26 -1.1914  4.2035 -1.5002 -2.2804  0.3443 -1.2898  2.3218 -3.1904 -0.5157 -2.4826 -3.0193
  27 -0.9114  4.8168 -6.0347 -3.2429  0.8451  4.0081 -4.1654 -2.4414  1.3474 -2.3632 -3.7449
  28 -2.4635 -4.2413 10.4404  1.1950 -5.3823  5.8058  5.9390  0.7792 -7.2063  3.0476 -0.9757
  29 12.5847 -3.2201  0.4228  0.0516 -0.4891 -7.4256  9.4688 -1.7996 -2.2081  7.9866 -11.4351
  30  9.0420 -0.0634  7.3875  4.5103  2.4918 -4.9766  7.5998 -12.2424 -7.3686  0.1296  2.5449
  31 -3.4864  3.0948  8.7357 -4.4741 -3.1796 -2.2235 12.5315 -1.8630  6.1754  7.8869 -4.4223
  32 -5.9672 -5.7102 -2.2946 -0.9144 -6.6289 -2.8631  1.0234  7.0344 -2.0804  0.5219  2.1541
  33  3.4844 -6.2587 -2.8484  2.1076  2.4692 -4.1562 -5.3595 -6.1159 -7.2489 -0.6046  5.7624
  34  1.1522 -7.1150 -3.2662  0.4142  3.4019 -3.1293 -4.6183 -3.9191  0.6433 -0.4015  7.8262
  35  1.3043  4.9447 -3.0620  4.7344 -1.5414  7.8156  0.9177  8.3143  1.4711  4.0126 -1.5850
  36  0.8547 -2.3337  1.1513 -5.4206 -4.8191 -0.5279  6.6509  3.1446  0.2865  4.1731 -3.3528
  37  2.3051 -4.8777  3.3293 -3.3123  4.5099  0.5757 -2.3408  5.6030  1.5431 -1.2545 -12.2153
  38  0.5189  2.4891 -4.5475  8.0415 -3.6242  5.3916 -0.9149  6.2088  2.1065 -6.1820  6.2104
  39  5.7948 -1.9685  6.3308  3.4000  1.9712  2.6230  7.4057 -1.5723  2.5877 -0.2771  1.1423
  40 -0.2858 -0.3573 -2.3416 14.0197  9.6265 -2.1781 -5.4275  4.6197  4.0645 -4.6211  3.5779
  41 -5.7032  7.1789 -6.7212  1.8293  3.0688  1.4387 -1.2936 -0.6777  1.0616  3.8866  0.2766
  42  5.0791 -0.1286  1.8001  2.6491 -1.7472 -3.8292  6.6367 -1.6973  3.3514 -4.1304  1.0478
  43 -5.5009  3.1338 -3.2610  2.6918  0.2052  7.6444  1.8386  8.8020 10.5020  5.9698  1.8932
  44 -6.6507 -4.0473 -4.8868 -7.2147  0.0061 -6.8659  5.1299  3.2470  0.2769 -0.0542 -0.1234
  45  2.3459 -1.8922  4.6602 -1.8402 -7.0918 -3.8113 -0.0019  4.8440 -4.4140 -2.4530  2.7012
  46  0.6870 -5.5755 -3.1047 -1.5383 -0.9345  3.2907 -4.8268 -2.7931  8.3688 -2.5421  7.3757
  47 -3.1908 -2.7191  7.0406 -7.1522  6.1343 -1.2201  2.2730  0.5755 -1.4036  4.3728 -4.5068
  48 10.1912  6.9477  9.3841 -4.0790  5.3956  8.9453 -6.5691 -6.0098  0.4739 -1.8801  1.4379
  49  3.8829  2.7083  2.5609  1.1723 -4.3781  3.4569 -1.5585  3.3919  2.2211  6.2210 12.4074
  50  2.0961 -6.8482 -3.2155 -5.1625 -0.5340  4.0516 11.0656  5.4260  7.2950  0.8822  3.7557
  51  1.7825 -2.6627 -1.3313 -1.0393 -0.2067 -2.0826 -4.6985  1.7071  1.7108  1.2234 -4.9057
  52  0.0850  1.2050  5.6893 -1.7659  5.0060 -3.8048  0.9892  2.9355 -0.4003  2.0749  5.0149
  53 -0.6226  4.1213 -2.8009  0.4738 -0.1681  3.3026 -1.3257 -0.9697  2.4428  3.6057  2.8429
  54  3.2938  4.9557 -2.4919  4.1137  3.6182 -2.3970  5.4072 -2.6292 -1.9242  0.7361 -3.8075
  55  2.9785  5.5380 -2.8282  7.3444 -1.3069 -4.1241 -0.8777  4.3074  1.1747 -4.1193 -4.3051
  56  1.3064  0.3031  7.3733 -2.2456  0.4602 -1.2997 -5.7102  1.6075 -1.6098 -2.0095 -5.6567
  57  0.6209  5.5870 -3.9220  3.1510  1.7033 -5.9775 -1.5080 -2.3124  1.8668 -0.9073 -0.3354
  58  1.0713 -0.7817 -5.2214 -4.6335  1.2771 -1.0888 -3.5237  1.5830 -2.6922  0.1590  6.7917
  59  0.8432 -2.8741 -2.8977 -6.2623  2.4428 -5.1942  2.3960  1.5056  2.0101  7.8352 -6.4756
  60  1.2937  0.2464 -1.4089 -3.8522  7.3987 -6.3174  6.2190 -5.5189 -6.2444 -1.0506  2.1405
  61 -7.7967 -0.2336 -11.3749 -2.5214 -6.7933 -4.1707 -6.6907 -1.2819 -1.0890 -0.9453  0.5695
  62  2.7110 -4.0734 -4.1119  2.0432 -2.2671  8.8635 -2.2908 -4.6908  2.0540  2.3980 -2.3591
  63  3.7637 -4.4692 -12.9537  0.1165 -1.8655  6.2476  1.4354  4.1596  1.4303  1.1161 -4.2108
  64 -0.7868 -0.0859 -2.4150 -8.6558  4.4282 -4.9418  0.8328  1.0397 -5.2095  2.5309 -0.6583
  65 -0.8592 -1.3196 -4.4646 -6.4401 -0.2612  5.2374 -3.3917  4.3537  2.5375  3.4937 -6.5681
  66  3.3257 -2.1468 -3.6208  3.7203  6.5268 -3.0240 -0.4529  1.6763 -3.5403 -9.6971 -2.0321
  67 -0.0232 -4.2630  2.7745 -1.7229 -3.3666  7.9872  1.5224  4.1578  2.4221  6.3442  0.2368
  68 -0.2513  3.0653  7.2302 -0.8593  3.5232 -4.3508  5.0909 -6.2743 10.3482  4.3996 -3.9036
  69 -1.3358  0.8531  1.7599 -0.8888 11.1111 -4.8201  3.4170  2.3411  1.2435 -3.5490  3.0317
  70 -4.5565  6.1696  6.3191  8.4078 -5.6182  0.3803  0.9189  6.5778  0.5124  1.4193  0.9755
  71  5.5843  4.7914 -1.8045 -2.9330 -10.7015 -5.9487 -1.2553 -3.7481  0.0584  1.2814 -6.5107
  72  6.4689 -0.7178  1.5382  1.0137 -0.7193 -2.5702 -7.5498 -5.0221 -0.2043 -2.1860  0.0713
  73 -0.3120  2.0626 -2.3630  4.1230  3.5302 -7.1755 -2.2859  5.8105 -1.4075  2.2817  0.8283
  74 -8.3768 -4.9353 -4.9649 -2.7249  0.0221  1.2053  6.6739 -3.8727 -2.6541  2.7010  2.6564
  75  4.9277 -0.0780 -2.0982 -0.1460 -4.4531  4.2101  3.3306 -0.3035  7.1231  3.7796 11.1632
  76  4.1636  5.7205 -2.9855 -5.2690  3.4741 -2.0499  0.7236  1.0920 -2.5889 -2.0049 -2.4866
  77  0.7410  2.1226  4.0871 -7.2781  4.1952  0.2266  3.3499 -2.0027  6.0961 -0.7801  2.9802
  78  0.2034 -9.2295 -3.5470 -3.5907  2.6939 -2.4514  1.7909  4.9287  4.3873  1.9589 -1.7264
  79  1.1168  3.1546  7.8255  2.4005 -3.3193 -4.6458  5.3920  1.7505  3.2599  6.5077 -1.6916
  80 -6.7361  8.0115  3.0921 -6.2627 -6.3211 -5.1680 -0.6635  1.3254 -1.1478 -7.3209 -1.5158
  81 -4.1280 -0.5162  7.0482 -6.8074 -0.0179  3.5905 -0.5909 -6.5342  1.4642  0.5831 -1.8197
  82  7.4150  1.5614  5.6032  1.1130  4.4494 -3.0530 -0.6081  9.1810  3.2373  0.4365  0.1280
  83 -0.7227  4.4404  0.8940 -1.7935 -10.8491 -2.6037 -7.9668  3.5189  2.3384  0.0583 -2.6948
  84  4.9246  4.6274 -3.7756 -0.7997  5.3621  1.1163 -2.6934  3.1464 -0.0122 -1.2673  2.0303
  85 -3.4250  3.8158  1.5172 -2.3613 -3.7224  3.1457  4.8745  7.7464  8.0085 -4.7363  4.9555
  86  7.3586 -2.9351 -4.5611  0.4189  0.8560 -2.9721 -2.2722 -2.8467  0.7585  0.0142  4.0642
  87 -3.1549 -9.6646  1.5419 -7.6048 -2.6864 -0.3856  8.2822  1.5507  4.4342  5.0068 -3.4889
  88  3.0187 -4.0113 -0.6306 -10.8813  4.5604  5.0993 -4.6881  5.7058  4.1447 -3.9653  8.1251
  89 -2.0189 -0.5316 -1.7802  2.2902 -6.5369  0.8650  7.4689  6.7965  1.6772  8.3029  2.3400
  90  2.9728  5.4931  0.2673  6.6447  6.2432 -5.3216 -8.3626 -11.7492 10.2208 -1.7466  0.8051
  91  1.7050 -6.8783 -7.1624  1.7436 -10.7048  2.7034  0.2040  0.5528  4.3741  1.3628 -2.6764
  92 -1.8805  0.3831 -1.8716 -6.3021  2.0760 -4.4663 -0.0755  2.6469 -3.6699 -4.3517 -4.9690
  93 -6.7321  2.6727 -0.4343  9.6382  3.7065 -6.0958 -3.8253  2.4201  2.2642  1.7957 -2.8940
  94 -1.3781  4.6519 -1.8107  7.2926 -1.0361  1.6849  1.3013  7.6846  2.3348 -3.4282 -9.9796
  95 -4.2704 -3.9712  8.9853  2.7856  0.1541 -2.1678  7.0547 11.1956 13.9084 -2.4487  2.4195
  96 -1.1658  0.0230  5.5294  7.0190  7.1319 -2.9131 -1.2142 -0.1990  5.0838  2.2280  2.6511
  97 -3.6844  2.6984  0.9353  1.2266  8.6145  1.9872 -1.4081  3.8709  6.0214 -1.6089  6.7936
  98 -5.6960  2.5285  2.9297  3.3107  0.8137 -2.8479 -7.0510  4.3564  4.5177 -2.9033  1.6470
  99  2.1721  0.3781 -1.0604 -0.5864  0.1695 -0.8034 -0.1347  1.3156 -2.6701  1.5030  0.3651
 100 -4.8646  6.7828  1.6413 -3.2466  4.5511  2.0971 -12.5745 13.5600  0.6556  4.3771 -3.3145
 101  6.5210 -4.8938  5.6600  0.2610  5.6257  0.5178 -4.4569 -5.2296  5.7177  6.1253 -1.5568
 102 -3.1612 -1.6041 -2.2535  0.6946 -0.1898 -3.9867 -8.7141  0.0226 -2.1182 -3.5110 -6.6131
 103  1.5445 -3.7477  1.0444 -2.2403  3.5814 -4.8088  3.5436  0.6728  6.5004 -0.9390 -6.9403
 104  2.8729  0.3348 -7.3651 -3.2556 -1.7183 -5.4993 -0.6640  1.8771 -1.7101  5.7379  0.4196
 105 -2.0081 -4.5157 -3.6119  0.7180  5.9426  0.6919 -3.2808  0.8730  3.9394 -10.3755 -2.9836
 106  1.8956  8.4060 -2.5602 -3.2560  1.0414 -1.7214  0.3696 -0.8487 -1.1964  1.0954 -12.3627
 107  2.4251  2.8294 -9.1151 -0.0046 10.2223 -3.7634  5.9552  4.9241  0.8039  7.0967  7.2227
 108 -1.9053 -2.3233 -0.7266  2.4000  4.9744  1.7759  0.8452 -2.8395  2.8179  3.2781 -9.8319
 109  2.1222  1.7695 -3.4588  0.7382 -6.9372 -5.3602 -4.7357  0.3981  0.7297  2.7605  7.3750
 110  2.1931  2.8523  5.0614  4.4040  1.3218 -3.1169  2.8369 -1.6291  2.9913 -1.1630 -3.5727
 111  2.4287  7.0969  5.1725 -2.6502 -1.2863 -2.5807 -0.8410  5.6255  2.8608 -8.2991 -0.5067
 112  1.5557 -2.0449  1.4709 -2.2845 -1.5256  4.5082  2.1501  2.6878 -2.5687  6.4624  1.2215
 113 -8.5262 -0.7786 -15.2027  5.4469  1.6645  0.6993  5.7546 -7.9881  4.7038 -8.3418 -1.1942
 114  2.8901  3.8997  2.8870 -6.6227  0.9939  1.0706 -7.3831 -2.7337  0.1905 -8.4712 -2.4410
 115  7.1766  3.5662 -6.6548  2.1707 -3.7798  4.2509  5.7699 -0.8826 -1.1637  0.3329 -0.0504
 116  0.3431  3.4300 -2.8137  0.6647  0.3526  5.3637 11.0107 -5.5963  4.5634  5.0026 -1.3484
 117  4.0909  1.7738 -1.8082 -0.9099 -1.8690 -2.8221 -5.4616  0.8690  6.0184  4.2024  4.6640
 118  4.3566  7.3321  2.1036  1.4099  3.9086  0.4172  4.0605 -0.3864 10.5553  8.3447  1.4819
 119 -10.3939  5.3669 -0.9267  0.8047  1.6104  1.1162 -6.2196  4.2962  2.7840  3.6166  0.4983
 120  5.7572  0.3699  3.3306  2.8627 10.4951 -4.4101  0.6871  2.7406  3.8652 -0.3273  4.4392
 121 -1.9362 10.9746 -0.1959  0.8503  1.6551  5.7946 -2.7675 -6.9174  6.7227 -2.2190 -3.5877
 122  1.5621 -1.0044  7.0738 -5.0277 -6.8989 -1.8136 -2.5817  0.2179 -4.9585  2.2370  0.0813
 123  0.7797  7.2264 -4.9182 -1.8195  3.7537 -10.1433 -4.4613  8.9877 -0.8405  2.4387  5.4260
 124 -9.6649  2.2820 -4.4730 -1.7955  6.2808 -5.9317 -5.1644 -0.9392  2.5809  1.7545  6.0877
 125 -1.0495  0.9940 -1.7742 -2.2164 -12.9339  3.9844 -3.1414 -3.4958  0.6325  1.1890 -1.0352
 126  3.9472 -2.9513  2.1584 -3.1683  3.7263  7.9997  5.2115 -5.5306  3.3892  0.3812  3.9347
 127 -2.9272  5.3355  1.2225 -8.3760 11.1018 -0.6958 -2.4840 -0.5534 -10.8193  1.0088 -6.9505
 128 -8.4810 -2.0182  8.4635 -0.2324 -7.9526 -0.2037  4.1128  2.0855 -0.2371 -0.1512  2.9173
 129  2.4649 -9.0275 -0.5677  6.9201  3.5230 -2.0452  1.9488  2.8439  7.6511  2.8367 -5.9235
 130  6.6442 -3.9616 -2.6920  0.5753  2.6833  4.5774 -4.7617 -6.0560  8.3876  8.7301 11.7228
 131 -2.7094  0.2654 -1.9767  5.6870 -12.1903 -2.6445  0.7215  3.4233 -3.3948  7.1119  2.6520
 132 -4.4013 10.4640 -6.7643 -2.5145  5.2407 12.3816 -12.5126  1.8975 -1.1137 10.7835 -5.5513
 133 -1.5047  2.4487  2.9302  8.8385  3.3576  0.3168 -1.7361  0.0941  3.4646  3.6055  4.5292
 134  8.7048 -9.1179  6.5258  2.2518 -4.7997  0.0001  0.1471 -3.4840 -7.8290 -2.5794  0.6144
 135 -4.0081 -3.5264  1.4969  2.4089  1.9292 -1.7812  7.3640  0.8407 -2.7547  7.2248  7.2782
 136  7.4364 -1.6216  5.1617 -2.0026 -3.3646 -1.7716 -6.6431  7.8975 -2.0575 -1.2484  2.4169
 137 -2.9701 -1.2124 -6.7472 -5.0637  8.3628  2.2875 -2.7748  3.9969  4.6246  2.3751 -1.9406
 138 -0.3787 -0.8235  1.7069 -4.0387  5.8679  2.0358  5.5652 -2.4161 -0.9562  3.1433 -2.6388
 139 -4.6197  1.1296 -3.5000 -7.3810  4.9054  3.6973  2.7412 11.6592  0.6406 -2.4042 -3.4506
 140 -7.4440 -0.5350 -3.0165 -0.2216 10.3403 -1.7445  6.5078 -1.3244  2.9079 -2.3619 -5.7367
 141 -0.3213 -1.7481 -0.0157  3.8419 -0.0910 -6.3218  2.7790 -2.3572  1.6559 -2.5569 -3.2274
 142  5.3925 -7.4801  4.5234 -5.0832 -5.7338  5.6842  8.1566  9.5601  6.9427  9.8369  2.6311
 143  2.2331 -0.3757 -1.6788 -1.4948 -1.2921  0.2514  3.0099  2.7988 -4.0480  8.4841  3.0678
 144  2.1105  6.8404 -5.0337 -4.3403  6.9947 -0.0941 -1.5086  4.5414 -0.0322  3.5743  1.2027
 145  2.9379 -5.2737  2.7792 -3.3030 -0.3296 -1.9525  5.6978 -2.4187 -0.1860  2.1103  5.8299
 146  5.9678  5.5503  5.0421 -1.0664  2.3906  9.4392 -4.3188 -12.2669  0.5730  1.3545  0.5038
 147 -9.2720  0.4617  3.2196  2.1761  2.2381 -1.0140 -7.2932 -2.5534 -3.7284  2.4618  1.4271
 148  4.1950  3.3427  1.6722 -4.8571 -4.8665  0.3479  0.4537  2.5932  4.1610  9.1442 -1.6879
 149 -6.7422 -3.8464 -0.3909  2.3353  1.3802  4.8232 -4.6189 -6.0416 -0.9123  3.1242 -3.3859
 150 -0.3286 -2.8495 -1.8911  5.9476 -4.3354 -3.4076 -9.2269 12.1499 -1.8391  0.5554  0.8821
 151  0.9603  7.3499 -1.2211  0.5023  4.1227  2.1706  2.2931  8.2236  0.9503 -1.6035  2.0861
 152 -7.7372 -8.5989  6.4764 -3.4560  5.7920  2.8296 -5.0305 -0.3108 -1.8250 -2.3793 -0.7887
 153  0.4546 -4.1046  2.5682  1.3670 -1.1561  4.1296 -3.0789  2.2320 -0.0591 -0.8329 -3.6279
 154  1.5983  3.7863 -3.6999  0.5994 -1.2338  8.3904 -3.3453 -1.3475 -2.1651  4.5312  7.1061
 155  3.1062 -2.2255  1.4884  0.3108  1.4326  3.4766  4.6732 -2.7023  1.9783  3.4097  3.5143
 156  3.0696 -2.2417 10.4408  3.6296  0.1973  3.1320 -8.6848  6.9601  9.6510  5.5050 10.9612
 157  0.0837 -2.3218 -0.7768 -0.4692 -3.4740  8.4951 -2.8555 -3.2185  1.4730  4.9810  0.4113
 158 -7.7908  3.8580 -1.1856 -2.7578 -2.2394 -0.6783  1.9194  0.9934  0.3587  2.7081  2.2443
 159 -4.4949 -5.9633  0.2139 -5.6951 -0.0601  6.0259  0.6270  7.0967 -3.0160 -0.6548 -2.3245
   0 -6.7517 -4.5903 -1.7622 -6.4846 -1.6769 -8.8431 -5.2106 -0.3880 -2.1651 -6.0150 -2.5665
   1  0.9643 -2.4507 -3.2754  5.6232  1.8269  1.1055 -4.9248  1.9817 -1.7630 -5.3621 14.4252
   2  4.3817  8.5708 -0.3220  4.2675 10.4968  3.0184 -2.6476 -4.0746 -1.5242  1.8032 15.7415
   3  5.2748 -5.5300  1.2382  1.4364  5.6116 -5.9722  4.1816  1.6993 -2.5411  3.5341  5.8074
   4  1.9229 -5.8341 -5.2501  2.8244  1.9917  4.0844  5.6490  0.4767  2.7797  9.2979 -1.1779
   5 11.1163 -3.0907 -4.1855  5.1962 -1.8140 -3.2992  0.1057 -8.2172  7.0452  7.2671 -2.3585
   6 -1.4032 -8.6075 -0.2748  5.5192 -3.4976  6.3383  7.8150 -3.5865 -5.4158  0.9527  6.8549
   7 -3.2993 -0.5483  6.1045  2.0702 -13.0156 -7.5736  3.1928  5.9335  4.6079 -3.6877 -5.5231
   8  7.7131  4.9949  0.3882  4.7868  1.5934  2.1166  2.2665 -5.2232 -5.1125  0.6744 -5.1836
   9  7.0405  6.0676  2.2124 -10.3318 -1.9726 -1.8022  2.4885  4.2276 -6.8623 -1.7670  1.7477
  10 -4.2794  8.0719 -2.9539 -6.7680  5.1379 -1.7567  6.5828  0.9303  1.6943 -1.4149  5.3527
  11 -4.2479 11.8533 -0.1273  6.2294  6.3425  0.9031  3.0842 -7.2175  2.6958 -2.3262  3.9863
  12 -10.3252 -3.3101  2.3485  0.0857  0.1464 -2.7667 -0.6893 -1.0164 15.2410  0.1336 -4.8635
  13  4.8242 -0.1479 -1.1829  1.1382 -0.5135  6.4107 -0.1184  4.8973  2.6767  4.2279  9.8061
  14  3.2684 -1.7062  3.1452  1.7008  4.3208  1.1305 -0.7418  8.8613  0.8600  6.6696 -3.3140
  15 -2.6603 -5.0778 -8.2934 -1.4967  1.3005 -7.9397  2.6988 -1.4599 -0.8222  2.3964 -0.6522
  16 -6.5209  1.9333 -0.4867  3.7043 -1.5338  9.5424 -2.8376  0.6635  1.7417  1.6411 -1.2860
  17  0.5914  7.0899  2.4708  1.4124 -6.5884 -1.9990  7.3045  0.1194  5.4944 -11.1431  3.0377
  18 -1.4567  2.9016  0.4169 -0.2183 -3.2630  1.6336 -6.8461  1.2998  5.7556 -3.7581 -0.9448
  19  1.6660  1.3317  1.7255  1.2672 -2.0653 -1.7355  4.0509 -4.6415 -5.0792  1.2371 -0.4122
  20  2.6589 -1.8918 -4.0458 -2.5540 -0.3338 -1.6480 -2.6826  1.5467  7.7199 -4.7746  0.2335
  21 -6.8402  0.1029 -1.6624  2.8100  0.4544  7.1518  2.3781  5.8661  4.0457 -0.1616  2.8932
  22 -1.2329 -8.3917 -1.2736 -0.5300 -2.4394  0.9818 -6.6011 -0.6074  2.7067 -2.7327 -3.5868
  23  5.9824 -4.3135  9.6037  3.0446  2.6870 -8.9461  4.5215  8.5190 -4.5894  3.5900 -7.1120
  24 -6.9953 -3.0206  4.7404  6.6017 -4.2325  2.2849 -3.5347  1.1989  1.1737 -5.8405  1.5080
  25 -3.5706 -3.4999 -0.1087 -9.8761  0.0022 -0.6342  2.7377 -2.3647 -0.8680 -0.6673 -0.5947
  26  4.4819  2.7529 -3.8578  7.8070 -5.5126 -5.2276  3.5237  3.0171  5.0220 -1.3898  8.8035
  27 -3.2914 11.7043  1.1937 -0.7707  7.0421  2.0288  4.6837  3.0690 -1.7343 -3.8680 -2.2159
  28  5.4327 -3.1652  3.7680  2.9030 -5.6376  3.5119 -4.7127  3.9602  6.5184 -3.9535  3.3319
  29  1.9420 -1.0302 -1.9526  5.0290 -4.2489 -6.3407  0.7453  2.1738  4.6750 -0.0352  3.0948
  30 -5.1849  1.4281  5.9531 -1.2438  1.8746 -1.4145  9.0131  2.6694  1.3528  3.6429  2.7248
  31 -5.1664  4.5801 -2.4428 -1.3917 -1.2868 -5.8111 -6.6215  1.5753  0.5106 -11.7195 -1.6483
  32 -1.6983  4.3379  4.3403  4.5247  1.4178  0.2579  1.4508 -7.3125 -5.9315 -2.8003  2.5920
  33 -0.0089 -6.9149 11.1484 -0.7451 -4.2242 -6.5610  4.4898 10.2982  2.9384 -1.3749 -1.3224
  34 -3.4654 -4.1300 11.0465 -5.4496  0.1846 -4.5527  2.3053 -1.0993 -0.1669  7.0864 -1.1356
  35 -3.5064  4.6439  5.6296  1.7742  4.4545 -2.2839  4.8685  1.0060  4.9061 -3.1396 -0.8904
  36 -5.4856 -5.2175 -1.4388  1.8230 -9.9354  3.1479 11.0509  2.5479 -4.4265 -2.0250  2.7645
  37  4.0483  0.2602 -0.6680 -8.0937  4.7684 -9.3453 -3.0873 -3.9397 -0.4401 11.0097  5.9904
  38 -5.1597 -8.7688  2.2354 -4.8141 -0.7121 -6.2828 -1.0760 -0.6469 -5.2319 -2.5291 -0.8975
  39  6.6131  1.6817  1.4519  9.3788  3.8940 -1.5184  5.2701  8.0041  5.6167 -4.9981  4.8504
  40  4.4228 -0.3063  4.2278 -0.4574 -5.0707 -4.4760 -1.6114 -3.1409  5.6222  1.6149  3.0328
  41 -0.9244 -5.8949 -0.9445  0.6426 -2.6454  0.7546 -4.4432  4.3378 -4.5474  6.9407  2.7582
  42 -2.2827  3.8518 -2.3813 -0.5699  4.0968  5.9128 -0.2624 -5.8085  2.0601 -1.1468 -1.6151
  43 -1.0337 -1.5743 -3.4506 -8.7352  2.2400  4.1194 -7.4069 -11.5499  5.3331 -0.6404  2.1287
  44  0.7104 -9.0340  7.1116 12.7656  2.4886  0.5771  8.1279  2.2107 -0.5738  4.9478  1.9552
  45  2.4154 -1.7046 -8.2932 -0.2950  0.6313 -9.4844  2.4199  4.5901 -4.7367 -0.5770  0.8480
  46  6.5529 -9.6696 -8.4166  6.6923 -3.8954 -0.5391 -2.9248 -4.5200  8.6783 -2.2821  5.9853
  47 -0.7170  4.9060 -5.0025  2.7963 -1.0562 -1.0485  0.3373  4.2912 -0.5409 -1.8794  2.9121
  48 -2.4244 -3.1126 -0.2422 -2.2016  2.0774  4.8868  1.5368  1.2230  0.8197 -0.3393  4.5908
  49  1.6550  9.1666 -1.0801 -4.1212 -6.0850  0.4861 -6.7544  2.7020 -3.1777  1.4118  1.6035
  50 -3.1298  4.6324  7.1712  5.0537 -3.2080  9.0152  4.1234 -4.0251 -4.0937 11.5469  7.6822
  51  9.7779  0.7116 12.7604 -4.5712  1.3481 -0.0642  0.6775 -4.8716 -1.0855  1.9387  0.0091
  52  4.2381  2.4221 -11.5561  0.6991  3.8446  3.2716 -3.0911 -0.6699 -0.7111  0.0982  2.4820
  53  4.0196 -3.5070 -7.7314  3.1791  4.4135  2.3897  1.8483 -3.7794 -5.5465 -0.6960 -4.7044
  54 -2.5478  1.8630  2.9665  3.7754  2.2112 -5.5116 -1.7437 -3.1998  5.1745  7.5735 -6.7702
  55 -8.4796  2.9742  7.8071 -1.5244 -0.0407 -1.1166  6.6084 -7.7102  3.1807  0.5115  0.5462
  56 -2.1394 -5.3116 -0.4319 -2.0808  4.8541  1.2877  0.6741  4.0969  0.9399  0.6803  4.1492
